Interaction;Value;Percentage_Contribution
bullish_repeatAskBid_ratio <-> bullish_imbalance_evolution;7.7530;0.5545
bearish_market_context_score <-> bear_imbalance_low_0;7.6852;0.5497
bearish_extrem_abs_ratio_extrem <-> overlap_ratio_VA_11P_21P;7.6630;0.5481
extrem_asc_dsc_comparison_bearish_extrem <-> bearish_dsc_ask_bid_delta_imbalance;7.6575;0.5477
diffPriceClose_VA11PPoc <-> overlap_ratio_VA_6P_21P;7.5154;0.5375
bullish_absorption_score <-> bullish_dsc_dynamics;7.5151;0.5375
bearish_extrem_abs_ratio_extrem <-> poc_diff_6P_21P;7.4015;0.5294
bullish_absorption_ratio <-> bearish_extrem_abs_ratio_extrem;7.3543;0.5260
bearish_ask_abs_ratio_abv <-> diffHighPrice_0_4;7.3404;0.5250
bear_imbalance_low_0 <-> bullish_reversal_force;7.2939;0.5217
bearish_extrem_revIntensity_ratio_extrem <-> bull_imbalance_high_0;7.1609;0.5122
bearish_market_context_score <-> bearish_ask_ratio;7.1537;0.5116
overlap_ratio_VA_11P_21P <-> diffPriceClosePoc_0_3;7.1207;0.5093
bearish_market_context_score <-> bullish_asc_dynamics;7.0404;0.5035
bullish_ask_ratio <-> perct_VA11P;6.9539;0.4974
bullish_ask_ratio <-> bearish_asc_ask_bid_imbalance;6.9350;0.4960
diffPriceCloseVWAPbyIndex <-> diffPriceCloseVWAP;6.9078;0.4941
bearish_extrem_dsc_ratio_extrem <-> bullish_ask_ratio;6.8544;0.4902
bearish_extrem_abs_ratio_extrem <-> bullish_ask_ratio;6.8285;0.4884
perct_VA11P <-> diffLowPrice_0_3;6.8167;0.4875
bearish_extrem_abs_ratio_extrem <-> diffPriceClose_VA6PvaL;6.7789;0.4848
perct_VA11P <-> bearish_extrem_revIntensity_ratio_extrem;6.7596;0.4835
overlap_ratio_VA_6P_21P <-> bull_imbalance_high_0;6.7163;0.4804
overlap_ratio_VA_6P_21P <-> bullish_repeatAskBid_ratio;6.6835;0.4780
bullish_absorption_intensity_repeat_count <-> bearish_ask_ratio;6.6697;0.4770
diffPriceCloseVWAP <-> bearish_absorption_score;6.6674;0.4769
bearish_absorption_intensity_repeat_count <-> bearish_extrem_abs_ratio_extrem;6.6530;0.4758
bearish_extrem_abs_ratio_extrem <-> diffVolCandle_0_1Ratio;6.6508;0.4757
bearish_extrem_abs_ratio_extrem <-> overlap_ratio_VA_6P_16P;6.6125;0.4729
perctBB <-> diffPriceCloseVWAP;6.5647;0.4695
overlap_ratio_VA_6P_21P <-> bearish_extrem_zone_volume_ratio_extrem;6.5162;0.4661
ratio_delta_vol_VA21P <-> bearish_market_context_score;6.4786;0.4634
bearish_extrem_abs_ratio_extrem <-> bullish_dsc_ask_bid_delta_imbalance;6.4759;0.4632
bullish_imbalance_evolution <-> ratio_delta_vol_VA21P;6.1957;0.4431
bearish_repeatAskBid_ratio <-> perct_VA21P;6.1743;0.4416
perct_VA16P <-> bearish_ask_score;6.0909;0.4356
bullish_bid_abs_ratio_blw <-> bearish_market_context_score;6.0510;0.4328
diffHighPrice_0_4 <-> ratio_delta_vol_VA11P;5.9804;0.4277
bearish_extrem_abs_ratio_extrem <-> bull_imbalance_high_1;5.9419;0.4250
diffPriceCloseVWAP <-> bull_imbalance_low_3;5.7766;0.4132
bullish_dsc_ask_bid_imbalance <-> diffPriceClosePoc_0_4;5.7593;0.4119
bearish_bid_score <-> bullish_ask_ratio;5.7262;0.4095
bearish_continuation_vs_reversal_extrem <-> VolAbv_vol_ratio;5.7177;0.4089
range_strength_5_23 <-> bearish_continuation_vs_reversal_extrem;5.6722;0.4057
vol_volatility_score <-> diffPriceCloseVWAP;5.6635;0.4051
bearish_market_context_score <-> diffPriceCloseVWAP;5.6525;0.4043
bearish_extrem_abs_ratio_extrem <-> diffPriceClosePoc_0_3;5.6417;0.4035
bearish_abs_diff_abv <-> bullish_ask_abs_ratio_blw;5.6110;0.4013
perct_VA21P <-> bullish_repeatAskBid_ratio;5.5710;0.3985
bearish_market_context_score <-> poc_diff_ratio_6P_21P;5.4172;0.3874
bearish_absorption_intensity_repeat_count <-> bullish_repeatAskBid_ratio;5.4112;0.3870
extrem_zone_significance_bearish_extrem <-> bullish_absorption_ratio;5.3910;0.3856
bearish_repeatAskBid_ratio <-> bearish_market_context_score;5.3833;0.3850
bull_imbalance_low_3 <-> diffPriceClose_VA21PvaL;5.3213;0.3806
bearish_market_context_score <-> ratio_delta_vol_VA16P;5.2996;0.3790
bull_imbalance_low_3 <-> bearish_extrem_abs_ratio_extrem;5.2865;0.3781
diffPriceClosePoc_0_4 <-> bearish_repeatAskBid_ratio;5.2734;0.3772
bearish_combined_pressure <-> bearish_extrem_abs_ratio_extrem;5.2419;0.3749
bull_imbalance_high_2 <-> bearish_dsc_ask_bid_delta_imbalance;5.2344;0.3744
bearish_extrem_abs_ratio_extrem <-> perctBB;5.2066;0.3724
diffPriceClose_VA6PPoc <-> extrem_asc_dsc_comparison_bearish_extrem;5.1875;0.3710
bearish_continuation_vs_reversal_extrem <-> absorption_intensity_repeat_bullish_vol;5.1797;0.3705
bullish_repeatAskBid_ratio <-> bearish_asc_ask_bid_imbalance;5.1671;0.3696
bearish_combined_pressure <-> ratio_delta_vol_VA21P;5.1577;0.3689
perct_VA6P <-> bullish_imnbScore_score;5.0660;0.3623
perct_VA6P <-> bearish_market_context_score;5.0506;0.3612
bullish_imbalance_evolution <-> bearish_extrem_abs_ratio_extrem;5.0498;0.3612
poc_diff_6P_11P <-> bull_imbalance_low_3;4.9289;0.3525
diffPriceClosePoc_0_3 <-> VolPocVolCandleRatio;4.9122;0.3513
bearish_absorption_intensity_repeat_count <-> bullish_ask_abs_ratio_blw;4.9035;0.3507
bull_imbalance_high_2 <-> bearish_abs_diff_abv;4.8790;0.3490
diffHighPrice_0_3 <-> ratio_delta_vol_VA11P;4.8586;0.3475
overlap_ratio_VA_6P_16P <-> bearish_repeatAskBid_ratio;4.8030;0.3435
bull_imbalance_high_0 <-> bear_imbalance_low_1;4.7595;0.3404
diffPriceClose_VA21PvaH <-> bearish_extrem_revIntensity_ratio_extrem;4.7565;0.3402
bullish_ask_ratio <-> bearish_asc_dynamics;4.6974;0.3360
bearish_dsc_ask_bid_delta_imbalance <-> bearish_big_trade_ratio_extrem;4.6069;0.3295
cumDiffVolDeltaRatio <-> perct_VA21P;4.5856;0.3280
bearish_extrem_abs_ratio_extrem <-> diffPriceClose_VA16PPoc;4.5755;0.3272
bullish_ask_bid_ratio <-> bearish_abs_diff_abv;4.5699;0.3268
diffVolCandle_0_1Ratio <-> poc_diff_6P_21P;4.5590;0.3261
bull_imbalance_low_2 <-> bearish_extrem_abs_ratio_extrem;4.5568;0.3259
bull_imbalance_low_1 <-> bearish_imnbScore_score;4.5450;0.3251
bearish_asc_dynamics <-> bullish_repeatAskBid_ratio;4.5441;0.3250
bearish_combined_pressure <-> perct_VA11P;4.5422;0.3249
bearish_extrem_abs_ratio_extrem <-> perct_VA16P;4.5264;0.3237
bearish_market_context_score <-> ratio_delta_vol_VA11P;4.4612;0.3191
bearish_market_context_score <-> bullish_reversal_force;4.4481;0.3181
bullish_ask_ratio <-> bearish_abs_diff_abv;4.3893;0.3139
perct_VA11P <-> VolPocVolCandleRatio;4.3786;0.3132
vol_volatility_score <-> ratio_delta_vol_VA6P;4.3520;0.3113
bear_imbalance_high_1 <-> bearish_dsc_ask_bid_delta_imbalance;4.2876;0.3067
bearish_extrem_abs_ratio_extrem <-> bearish_bid_score;4.2062;0.3008
bullish_abs_diff_blw <-> diffPriceClose_VA11PvaH;4.1900;0.2997
ratio_delta_vol_VA6P <-> diffPriceClose_VA11PPoc;4.1838;0.2992
diffLowPrice_0_1 <-> bearish_extrem_abs_ratio_extrem;4.1531;0.2970
bearish_bid_score <-> bearish_dsc_ask_bid_delta_imbalance;4.1313;0.2955
bearish_market_context_score <-> extrem_zone_significance_bearish_extrem;4.1165;0.2944
bear_imbalance_high_3 <-> diffPriceClose_VA21PvaH;4.0885;0.2924
absorption_intensity_repeat_bullish_vol <-> perct_VA11P;4.0818;0.2919
deltaTimestampOpeningSection1min <-> bear_imbalance_high_1;4.0657;0.2908
bull_imbalance_high_0 <-> diffPriceCloseVWAP;4.0654;0.2908
vol_volatility_score <-> diffLowPrice_0_4;4.0620;0.2905
bear_imbalance_low_2 <-> bearish_bid_score;4.0450;0.2893
diffPriceCloseVWAP <-> perct_VA11P;4.0366;0.2887
diffPriceClosePoc_0_2 <-> bearish_dsc_ask_bid_delta_imbalance;4.0330;0.2884
poc_diff_ratio_6P_16P <-> bearish_ask_abs_ratio_abv;4.0230;0.2877
vol_volatility_score <-> perct_VA11P;4.0181;0.2874
bearish_market_context_score <-> poc_diff_ratio_6P_11P;4.0050;0.2864
bear_imbalance_high_1 <-> overlap_ratio_VA_6P_21P;3.9706;0.2840
bearish_extrem_abs_ratio_extrem <-> bullish_asc_ask_bid_delta_imbalance;3.9705;0.2840
bearish_imnbScore_score <-> bearish_market_context_score;3.9247;0.2807
diffPriceClose_VA6PPoc <-> bearish_market_context_score;3.9207;0.2804
bearish_ask_abs_ratio_abv <-> bearish_abs_diff_abv;3.8047;0.2721
perct_VA11P <-> bearish_ask_score;3.7825;0.2705
bear_imbalance_high_1 <-> bullish_repeatAskBid_ratio;3.7746;0.2700
bearish_absorption_score <-> range_strength_5_23;3.7404;0.2675
poc_diff_11P_21P <-> bullish_ask_ratio;3.7165;0.2658
bearish_bigStand_abs_diff_abv <-> diffPriceCloseVWAP;3.6752;0.2629
poc_diff_6P_16P <-> bearish_absorption_score;3.6740;0.2628
bullish_ask_ratio <-> extrem_zone_significance_bearish_extrem;3.6103;0.2582
poc_diff_ratio_11P_21P <-> perctBB;3.5859;0.2565
perct_VA21P <-> bearish_ask_score;3.5834;0.2563
range_strength_5_23 <-> bearish_extrem_revIntensity_ratio_extrem;3.5834;0.2563
ratio_delta_vol_VA6P <-> overlap_ratio_VA_6P_21P;3.5727;0.2555
bull_imbalance_low_2 <-> price_volume_dynamic;3.5511;0.2540
diffVolCandle_0_1Ratio <-> bearish_extrem_zone_volume_ratio_extrem;3.5281;0.2523
bearish_askBigStand_abs_ratio_abv <-> bull_imbalance_low_3;3.4790;0.2488
poc_diff_11P_21P <-> bearish_repeatAskBid_ratio;3.4554;0.2471
extrem_ask_bid_imbalance_bearish_extrem <-> perct_VA11P;3.4233;0.2448
diffPriceClose_VA11PvaH <-> bearish_extrem_abs_ratio_extrem;3.4064;0.2436
range_strength_5_23 <-> bullish_asc_dsc_ratio;3.3832;0.2420
range_strength_5_23 <-> bearish_repeatAskBid_ratio;3.3831;0.2420
diffPriceCloseVWAP <-> bullish_bid_score;3.3699;0.2410
bearish_imnbScore_score <-> bearish_extrem_abs_ratio_extrem;3.3299;0.2382
bearish_extrem_revIntensity_ratio_extrem <-> poc_diff_6P_21P;3.2876;0.2351
bearish_dsc_ask_bid_delta_imbalance <-> bullish_repeatAskBid_ratio;3.2669;0.2337
extrem_zone_significance_bearish_extrem <-> bearish_extrem_abs_ratio_extrem;3.2644;0.2335
VolPocVolCandleRatio <-> bearish_extrem_abs_ratio_extrem;3.2398;0.2317
perctBB <-> bearish_continuation_vs_reversal_extrem;3.2335;0.2313
bearish_continuation_vs_reversal_extrem <-> bearish_extrem_vs_rest_activity_extrem;3.1809;0.2275
vol_volatility_score <-> diffVolCandle_0_1Ratio;3.1744;0.2270
bearish_extrem_abs_ratio_extrem <-> diffPriceCloseVWAP;3.1448;0.2249
bullish_bid_score <-> bearish_big_trade_ratio_extrem;3.1399;0.2246
bearish_extrem_abs_ratio_extrem <-> diffVolDelta_0_1Ratio;3.1324;0.2240
bull_imbalance_low_1 <-> bearish_extrem_abs_ratio_extrem;3.0943;0.2213
bullish_ask_bid_ratio <-> bullish_dsc_ask_bid_delta_imbalance;3.0832;0.2205
bearish_repeatAskBid_ratio <-> ratio_delta_vol_VA6P;3.0663;0.2193
bullish_ask_abs_ratio_blw <-> bullish_repeatAskBid_ratio;3.0622;0.2190
bearish_extrem_revIntensity_ratio_extrem <-> imbalance_score_high;3.0597;0.2188
bull_imbalance_low_1 <-> bearish_extrem_dsc_ratio_extrem;3.0329;0.2169
bearish_extrem_revIntensity_ratio_extrem <-> diffHighPrice_0_4;2.9422;0.2104
bearish_bidBigStand_abs_ratio_abv <-> bearish_extrem_abs_ratio_extrem;2.9328;0.2098
perctBB <-> VolPocVolCandleRatio;2.9145;0.2084
bearish_market_context_score <-> ratio_delta_vol_VA6P;2.9076;0.2080
diffPriceCloseVWAP <-> extrem_zone_significance_bearish_extrem;2.9019;0.2075
bearish_dsc_ask_bid_delta_imbalance <-> bearish_bid_ratio;2.8980;0.2073
perct_VA11P <-> bearish_bid_score;2.8512;0.2039
bearish_market_context_score <-> diffLowPrice_0_1;2.8347;0.2027
bullish_ask_ratio <-> ratio_delta_vol_VA16P;2.8287;0.2023
perct_VA16P <-> bullish_ask_ratio;2.7992;0.2002
perct_VA11P <-> overlap_ratio_VA_6P_16P;2.7900;0.1995
ratio_delta_vol_VA11P <-> market_regimeADX;2.7814;0.1989
bearish_extrem_abs_ratio_extrem <-> poc_diff_ratio_6P_16P;2.7778;0.1987
vol_volatility_score <-> bearish_combined_pressure;2.7647;0.1977
bearish_asc_ask_bid_imbalance <-> bullish_imbalance_evolution;2.7342;0.1956
bearish_extrem_abs_ratio_extrem <-> diffPriceClose_VA21PPoc;2.7013;0.1932
cumDiffVolDeltaRatio <-> ratio_delta_vol_VA21P;2.7002;0.1931
extrem_asc_dsc_comparison_bearish_extrem <-> ratio_delta_vol_VA16P;2.6894;0.1924
ratio_delta_vol_VA6P <-> bearish_dsc_ask_bid_delta_imbalance;2.6799;0.1917
bearish_market_context_score <-> overlap_ratio_VA_6P_16P;2.6504;0.1896
diffVolCandle_0_1Ratio <-> cumDiffVolDeltaRatio;2.6260;0.1878
perct_VA6P <-> bearish_extrem_abs_ratio_extrem;2.6176;0.1872
absorption_intensity_repeat_bullish_vol <-> bearish_asc_ask_bid_delta_imbalance;2.5853;0.1849
range_strength_10_32 <-> vol_volatility_score;2.5716;0.1839
poc_diff_ratio_11P_21P <-> VolPocVolCandleRatio;2.5356;0.1814
poc_diff_6P_11P <-> bearish_repeatAskBid_ratio;2.5327;0.1811
bull_imbalance_high_0 <-> extrem_zone_significance_bearish_extrem;2.5023;0.1790
bull_imbalance_low_1 <-> bearish_market_context_score;2.3905;0.1710
poc_diff_6P_21P <-> bull_imbalance_low_2;2.3633;0.1690
overlap_ratio_VA_6P_21P <-> range_strength_5_23;2.3606;0.1688
bearish_continuation_vs_reversal_extrem <-> cumDiffVolDeltaRatio;2.3427;0.1676
diffPriceClose_VA16PPoc <-> bearish_absorption_intensity_repeat_count;2.3426;0.1675
bearish_repeatAskBid_ratio <-> poc_diff_ratio_6P_16P;2.3423;0.1675
perct_VA11P <-> bearish_asc_ask_bid_delta_imbalance;2.3417;0.1675
diffHighPrice_0_4 <-> overlap_ratio_VA_6P_16P;2.3013;0.1646
imbalance_score_low <-> bearish_dsc_ask_bid_delta_imbalance;2.2812;0.1632
bullish_absorption_score <-> bullish_ask_ratio;2.2617;0.1618
bear_imbalance_high_1 <-> bullish_imbalance_evolution;2.2461;0.1606
diffPriceCloseVWAP <-> ratioDeltaAbv;2.2326;0.1597
bearish_market_context_score <-> price_volume_dynamic;2.2324;0.1597
bullish_dsc_dynamics <-> ratio_delta_vol_VA11P;2.2268;0.1593
bull_imbalance_high_1 <-> bearish_extrem_revIntensity_ratio_extrem;2.2143;0.1584
bearish_extrem_vs_rest_activity_extrem <-> bullish_ask_ratio;2.2012;0.1574
diffVolDelta_0_1Ratio <-> diffHighPrice_0_3;2.1927;0.1568
ratio_delta_vol_VA16P <-> bull_imbalance_high_2;2.1787;0.1558
perct_VA11P <-> perct_VA16P;2.1520;0.1539
bullish_absorption_score <-> bearish_extrem_abs_ratio_extrem;2.1450;0.1534
diffHighPrice_0_4 <-> bullish_ask_bid_ratio;2.1395;0.1530
bearish_absorption_intensity_repeat_count <-> diffPriceClose_VA11PPoc;2.1311;0.1524
cumDiffVolDeltaRatio <-> perct_VA11P;2.1240;0.1519
bullish_ask_ratio <-> cumDiffVolDeltaRatio;2.1205;0.1517
absorption_intensity_repeat_bearish_vol <-> poc_diff_ratio_6P_16P;2.1152;0.1513
diffPriceCloseVWAP <-> bear_imbalance_high_1;2.1059;0.1506
bullish_repeatAskBid_ratio <-> bull_imbalance_low_3;2.0978;0.1500
perct_VA16P <-> bearish_extrem_revIntensity_ratio_extrem;2.0953;0.1499
bearish_dsc_ask_bid_delta_imbalance <-> bullish_ask_ratio;2.0948;0.1498
bearish_extrem_abs_ratio_extrem <-> market_regimeADX;2.0680;0.1479
diffPriceClose_VA21PvaL <-> bullish_repeatAskBid_ratio;2.0669;0.1478
bearish_market_context_score <-> diffHighPrice_0_2;2.0365;0.1457
bearish_repeatAskBid_ratio <-> bullish_imnbScore_score;2.0345;0.1455
perct_VA21P <-> bearish_dsc_dynamics;2.0063;0.1435
bull_imbalance_low_3 <-> bearish_extrem_revIntensity_ratio_extrem;2.0042;0.1433
bullish_dsc_ask_bid_imbalance <-> diffPriceClose_VA6PvaL;1.9919;0.1425
diffPriceClose_VA21PvaH <-> bullish_ask_ratio;1.9633;0.1404
VolPocVolCandleRatio <-> diffLowPrice_0_3;1.9551;0.1398
perct_VA11P <-> diffPriceClose_VA21PPoc;1.9499;0.1395
diffPriceClose_VA21PvaH <-> bullish_imbalance_evolution;1.9493;0.1394
bearish_market_context_score <-> vol_volatility_score;1.9248;0.1377
bearish_dsc_ask_bid_delta_imbalance <-> bullish_bid_score;1.9232;0.1376
perct_VA11P <-> diffVolCandle_0_1Ratio;1.9229;0.1375
bullish_reversal_force <-> bearish_imnbScore_score;1.9148;0.1369
bear_imbalance_high_3 <-> bear_imbalance_high_1;1.9014;0.1360
perct_VA21P <-> diffPriceCloseVWAP;1.8944;0.1355
bull_imbalance_low_3 <-> bearish_extrem_zone_volume_ratio_extrem;1.8922;0.1353
perct_VA11P <-> bearish_extrem_dsc_ratio_extrem;1.8885;0.1351
poc_diff_ratio_6P_21P <-> bullish_asc_ask_bid_imbalance;1.8848;0.1348
bearish_dsc_ask_bid_delta_imbalance <-> bearish_extrem_revIntensity_ratio_extrem;1.8676;0.1336
bearish_repeatAskBid_ratio <-> bearish_extrem_abs_ratio_extrem;1.8650;0.1334
diffPriceClosePoc_0_4 <-> perct_VA21P;1.8607;0.1331
bullish_ask_bid_ratio <-> bearish_bigStand_abs_diff_abv;1.8556;0.1327
bearish_extrem_zone_volume_ratio_extrem <-> diffPriceClose_VA11PPoc;1.8489;0.1322
bearish_absorption_score <-> bull_imbalance_high_0;1.8412;0.1317
perct_VA16P <-> vol_volatility_score;1.8389;0.1315
bearish_repeatAskBid_ratio <-> bearish_extrem_vs_rest_activity_extrem;1.8107;0.1295
bearish_asc_ask_bid_delta_imbalance <-> bearish_abs_diff_abv;1.7824;0.1275
diffPriceClose_VA6PvaH <-> perct_VA11P;1.7823;0.1275
bear_imbalance_high_2 <-> diffLowPrice_0_1;1.7801;0.1273
pocDeltaPocVolRatio <-> perct_VA21P;1.7800;0.1273
perct_VA11P <-> bearish_bigStand_abs_diff_abv;1.7776;0.1271
bearish_repeatAskBid_ratio <-> diffPriceClose_VA21PvaL;1.7653;0.1263
vol_volatility_score <-> diffPriceClose_VA6PPoc;1.7625;0.1261
bearish_ask_ratio <-> diffLowPrice_0_1;1.7583;0.1258
diffPriceCloseVWAP <-> extrem_asc_dsc_comparison_bearish_extrem;1.7428;0.1247
bearish_market_context_score <-> bullish_asc_ask_bid_imbalance;1.7409;0.1245
bearish_extrem_zone_volume_ratio_extrem <-> bullish_repeatAskBid_ratio;1.7407;0.1245
perct_VA6P <-> bearish_absorption_intensity_repeat_count;1.6967;0.1214
bearish_extrem_dsc_ratio_extrem <-> bearish_extrem_zone_volume_ratio_extrem;1.6954;0.1213
bear_imbalance_high_3 <-> overlap_ratio_VA_6P_21P;1.6952;0.1212
overlap_ratio_VA_11P_21P <-> bearish_market_context_score;1.6945;0.1212
bearish_dsc_ask_bid_delta_imbalance <-> bullish_market_context_score;1.6943;0.1212
bear_imbalance_low_2 <-> perctBB;1.6767;0.1199
perctBB <-> bullish_askBigStand_abs_ratio_blw;1.6700;0.1194
diffPriceCloseVWAP <-> bull_imbalance_high_1;1.6690;0.1194
bearish_imbalance_evolution <-> bearish_absorption_score;1.6625;0.1189
cumDiffVolDeltaRatio <-> bearish_extrem_abs_ratio_extrem;1.6552;0.1184
bullish_reversal_force <-> bearish_dsc_ask_bid_delta_imbalance;1.6528;0.1182
range_strength_5_23 <-> bull_imbalance_high_0;1.6306;0.1166
bearish_extrem_revIntensity_ratio_extrem <-> bearish_abs_diff_abv;1.6231;0.1161
bullish_imnbScore_score <-> perct_VA21P;1.6168;0.1156
bullish_absorption_ratio <-> diffPriceClose_VA21PvaH;1.6077;0.1150
bullish_ask_ratio <-> ratio_delta_vol_VA11P;1.5968;0.1142
perct_VA11P <-> ratio_delta_vol_VA11P;1.5867;0.1135
bullish_ask_bid_ratio <-> diffPriceCloseVWAP;1.5863;0.1135
bearish_repeatAskBid_ratio <-> cumDiffVolDeltaRatio;1.5804;0.1130
bearish_extrem_zone_volume_ratio_extrem <-> bull_imbalance_high_2;1.5550;0.1112
bullish_abs_diff_blw <-> bearish_extrem_abs_ratio_extrem;1.5533;0.1111
bull_imbalance_high_0 <-> bearish_imbalance_evolution;1.5498;0.1108
bearish_extrem_abs_ratio_extrem <-> bearish_askBigStand_abs_ratio_abv;1.5477;0.1107
bull_imbalance_low_3 <-> bearish_bigStand_abs_diff_abv;1.5442;0.1104
bearish_extrem_zone_volume_ratio_extrem <-> bearish_imbalance_evolution;1.5254;0.1091
bearish_continuation_vs_reversal_extrem <-> diffLowPrice_0_1;1.5243;0.1090
overlap_ratio_VA_6P_21P <-> bearish_bigStand_abs_diff_abv;1.5119;0.1081
bearish_ask_abs_ratio_abv <-> bullish_ask_bid_ratio;1.5099;0.1080
ratio_delta_vol_VA21P <-> diffPriceClose_VA16PPoc;1.5064;0.1077
bearish_extrem_zone_volume_ratio_extrem <-> ratio_delta_vol_VA11P;1.5017;0.1074
bearish_dsc_ask_bid_delta_imbalance <-> ratio_delta_vol_VA21P;1.4981;0.1072
bearish_bigStand_abs_diff_abv <-> diffLowPrice_0_3;1.4956;0.1070
bearish_ask_abs_ratio_abv <-> poc_diff_6P_21P;1.4939;0.1068
ratio_delta_vol_VA16P <-> bearish_extrem_abs_ratio_extrem;1.4933;0.1068
perct_VA16P <-> ratio_delta_vol_VA21P;1.4897;0.1065
bearish_market_context_score <-> bullish_absorption_ratio;1.4868;0.1063
bullish_imnbScore_score <-> bearish_bigStand_abs_diff_abv;1.4809;0.1059
bullish_repeatAskBid_ratio <-> bearish_dsc_dynamics;1.4627;0.1046
bearish_extrem_abs_ratio_extrem <-> bear_imbalance_high_3;1.4559;0.1041
perct_VA21P <-> diffPriceCloseVWAPbyIndex;1.4375;0.1028
bullish_absorption_score <-> bullish_repeatAskBid_ratio;1.4332;0.1025
bearish_repeatAskBid_ratio <-> deltaTimestampOpeningSection1min;1.4180;0.1014
bull_imbalance_high_2 <-> diffPriceClosePoc_0_3;1.4154;0.1012
bandWidthBB <-> poc_diff_6P_21P;1.4123;0.1010
perct_VA11P <-> bearish_absorption_score;1.4003;0.1002
ratio_delta_vol_VA11P <-> bearish_repeatAskBid_ratio;1.3961;0.0998
bull_imbalance_low_3 <-> cumDiffVolDeltaRatio;1.3956;0.0998
bear_imbalance_high_1 <-> bull_imbalance_low_3;1.3861;0.0991
bandWidthBB <-> bearish_extrem_revIntensity_ratio_extrem;1.3817;0.0988
bullish_market_context_score <-> ratio_delta_vol_VA11P;1.3769;0.0985
overlap_ratio_VA_11P_21P <-> perctBB;1.3445;0.0962
bullish_dsc_ask_bid_delta_imbalance <-> bearish_bid_score;1.3256;0.0948
bear_imbalance_high_3 <-> bearish_extrem_vs_rest_activity_extrem;1.3209;0.0945
bullish_repeatAskBid_ratio <-> extrem_zone_significance_bearish_extrem;1.3182;0.0943
bearish_askBigStand_abs_ratio_abv <-> poc_diff_ratio_6P_16P;1.3134;0.0939
bearish_bidBigStand_abs_ratio_abv <-> poc_diff_ratio_11P_21P;1.3119;0.0938
poc_diff_6P_11P <-> ratio_delta_vol_VA16P;1.3089;0.0936
diffPriceCloseVWAP <-> ratio_delta_vol_VA21P;1.3088;0.0936
bullish_absorption_score <-> bearish_extrem_vs_rest_activity_extrem;1.3040;0.0933
bearish_bid_abs_ratio_abv <-> bearish_absorption_score;1.2852;0.0919
extrem_asc_dsc_comparison_bearish_extrem <-> bearish_extrem_zone_volume_ratio_extrem;1.2735;0.0911
vol_volatility_score <-> bearish_extrem_abs_ratio_extrem;1.2662;0.0906
bullish_askBigStand_abs_ratio_blw <-> bullish_repeatAskBid_ratio;1.2587;0.0900
ratio_delta_vol_VA11P <-> bullish_asc_dsc_ratio;1.2519;0.0895
bullish_imnbScore_score <-> diffPriceCloseVWAP;1.2517;0.0895
bear_imbalance_high_1 <-> bearish_extrem_revIntensity_ratio_extrem;1.2504;0.0894
bearish_market_context_score <-> poc_diff_6P_11P;1.2412;0.0888
bullish_repeatAskBid_ratio <-> bearish_ask_score;1.2371;0.0885
bullish_ask_bid_ratio <-> bearish_bid_score;1.2229;0.0875
poc_diff_6P_11P <-> diffPriceClose_VA21PvaL;1.2217;0.0874
overlap_ratio_VA_6P_21P <-> bullish_asc_dsc_ratio;1.2144;0.0869
bullish_ask_ratio <-> bearish_repeat_ticks_ratio_extrem;1.1732;0.0839
bear_imbalance_high_3 <-> diffPriceCloseVWAP;1.1719;0.0838
bear_imbalance_low_2 <-> bullish_ask_ratio;1.1705;0.0837
