Interaction;Value;Percentage_Contribution
bullish_market_context_score <-> diffPriceClose_VA6PvaL;1.4460;0.0015
diffPriceClosePoc_0_5 <-> bearish_asc_ask_bid_delta_imbalance;1.4445;0.0015
bearish_absorption_ratio <-> diffPriceClose_VA11PvaL;1.4426;0.0015
bullish_asc_ask_bid_imbalance <-> diffPriceCloseVWAP;1.4416;0.0015
perctBB <-> candleSizeTicks;1.4414;0.0015
poc_diff_ratio_11P_21P <-> poc_diff_6P_16P;1.4407;0.0015
bullish_ask_ratio <-> extrem_asc_dsc_comparison_bearish_extrem;1.4371;0.0015
naked_poc_dist_below <-> ratio_delta_vol_VA16P;1.4360;0.0015
perct_VA21P <-> diffLowPrice_0_3;1.4355;0.0015
perct_VA6P <-> bullish_asc_dsc_ratio;1.4349;0.0015
absorption_intensity_repeat_bearish_vol <-> imbalance_score_high;1.4326;0.0015
ratio_delta_vol_VA21P <-> bearish_extrem_dsc_ratio_extrem;1.4314;0.0015
bearish_bid_abs_ratio_abv <-> bullish_dsc_ask_bid_delta_imbalance;1.4306;0.0015
diffPriceClose_VA21PvaH <-> diffPriceClose_VA21PPoc;1.4292;0.0015
ratio_delta_vol_VA16P <-> diffPriceClose_VA16PvaH;1.4288;0.0015
extrem_zone_significance_bearish_extrem <-> diffPriceClosePoc_0_3;1.4282;0.0015
perct_VA21P <-> poc_diff_ratio_11P_21P;1.4252;0.0015
asymetrie_volume <-> bull_imbalance_low_3;1.4241;0.0015
bearish_continuation_vs_reversal_extrem <-> overlap_ratio_VA_6P_21P;1.4188;0.0015
bearish_repeatAskBid_ratio <-> diffLowPrice_0_2;1.4173;0.0015
bearish_market_context_score <-> bullish_ask_bid_ratio;1.4170;0.0015
bullish_dsc_ask_bid_imbalance <-> ratio_delta_vol_VA11P;1.4162;0.0015
bullish_ask_abs_ratio_blw <-> bearish_asc_dynamics;1.4142;0.0015
bearish_extrem_pressure_ratio_extrem <-> diffPriceClosePoc_0_3;1.4141;0.0015
bearish_asc_dsc_ratio <-> bull_imbalance_high_0;1.4120;0.0015
bearish_extrem_abs_ratio_extrem <-> bearish_bid_abs_ratio_abv;1.4091;0.0015
ratio_delta_vol_VA6P <-> diffPriceClose_VA11PvaL;1.4090;0.0015
ratioDeltaBlw <-> overlap_ratio_VA_11P_21P;1.4079;0.0015
ratioDeltaBlw <-> diffPriceCloseVWAP;1.4061;0.0015
bear_imbalance_high_3 <-> bullish_asc_dynamics;1.4057;0.0015
bearish_continuation_vs_reversal_extrem <-> bear_imbalance_low_2;1.4048;0.0015
diffPriceClose_VA21PvaH <-> bearish_extrem_pressure_ratio_extrem;1.4047;0.0015
bearish_extrem_pressure_ratio_extrem <-> diffPriceClosePoc_0_5;1.4015;0.0015
cumDiffVolDeltaRatio <-> bullish_asc_ask_bid_imbalance;1.4005;0.0015
diffLowPrice_0_2 <-> VolPocVolCandleRatio;1.3996;0.0015
bearish_asc_ask_bid_imbalance <-> imbalance_score_high;1.3980;0.0015
diffPriceClosePoc_0_3 <-> bearish_imbalance_evolution;1.3942;0.0015
bear_imbalance_high_2 <-> diffPriceClosePoc_0_1;1.3938;0.0015
diffPriceCloseVWAP <-> naked_poc_dist_below;1.3934;0.0015
bearish_extrem_pressure_ratio_extrem <-> poc_diff_ratio_6P_11P;1.3922;0.0015
bear_imbalance_high_3 <-> poc_diff_ratio_11P_21P;1.3921;0.0015
extrem_asc_ratio_bearish_extrem <-> bullish_asc_dynamics;1.3872;0.0015
diffPriceClose_VA6PvaL <-> bullish_imbalance_evolution;1.3859;0.0015
diffPriceCloseVWAPbyIndex <-> vol_volatility_score;1.3858;0.0015
deltaTimestampOpeningSection30min <-> diffPriceClosePoc_0_2;1.3836;0.0015
bearish_asc_ask_bid_imbalance <-> diffHighPrice_0_1;1.3830;0.0015
bull_imbalance_low_3 <-> diffPriceClose_VA16PvaL;1.3829;0.0015
bearish_dsc_ask_bid_imbalance <-> diffPriceClosePoc_0_2;1.3776;0.0015
bullish_absorption_ratio <-> imbalance_score_low;1.3762;0.0015
ratio_delta_vol_VA11P <-> bull_imbalance_high_2;1.3732;0.0015
extrem_ask_bid_imbalance_bearish_extrem <-> poc_diff_ratio_6P_11P;1.3730;0.0015
diffHighPrice_0_5 <-> bearish_dsc_ask_bid_imbalance;1.3727;0.0015
poc_diff_6P_21P <-> bullish_repeatAskBid_ratio;1.3725;0.0015
extrem_zone_significance_bearish_extrem <-> ratio_delta_vol_VA16P;1.3698;0.0015
naked_poc_dist_above <-> pocDeltaPocVolRatio;1.3692;0.0015
diffPriceClose_VA21PvaL <-> VolCandleMeanxRatio;1.3690;0.0015
bull_imbalance_low_1 <-> VolPocVolCandleRatio;1.3627;0.0015
bullish_absorption_ratio <-> atr;1.3620;0.0015
bearish_asc_dsc_ratio <-> bearish_ask_bid_ratio;1.3611;0.0015
diffPriceClose_VA6PvaL <-> bearish_ask_ratio;1.3610;0.0015
bearish_ask_abs_ratio_abv <-> diffPriceClose_VA11PvaL;1.3606;0.0015
overlap_ratio_VA_11P_21P <-> bearish_market_context_score;1.3602;0.0015
bullish_asc_ask_bid_delta_imbalance <-> poc_diff_6P_11P;1.3566;0.0014
diffPriceClose_VA21PvaH <-> extrem_zone_significance_bearish_extrem;1.3541;0.0014
deltaTimestampOpeningSection30min <-> absorption_intensity_repeat_bearish_vol;1.3537;0.0014
asymetrie_volume <-> bearish_combined_pressure;1.3527;0.0014
bearish_extrem_zone_volume_ratio_extrem <-> bullish_ask_bid_ratio;1.3525;0.0014
poc_diff_ratio_6P_11P <-> bearish_asc_ask_bid_imbalance;1.3514;0.0014
diffHighPrice_0_1 <-> bear_imbalance_high_1;1.3496;0.0014
diffPriceClosePoc_0_1 <-> diffPriceClose_VA16PPoc;1.3490;0.0014
bullish_bid_ratio <-> bullish_absorption_ratio;1.3487;0.0014
range_strength_5_23 <-> ratio_delta_vol_VA11P;1.3476;0.0014
ratio_delta_vol_VA6P <-> bear_imbalance_low_1;1.3472;0.0014
diffPriceClose_VA21PvaL <-> bearish_dsc_ask_bid_imbalance;1.3467;0.0014
asymetrie_volume <-> bull_imbalance_high_1;1.3454;0.0014
bandWidthBB <-> bullish_asc_ask_bid_imbalance;1.3450;0.0014
bearish_bid_ratio <-> diffVolCandle_0_1Ratio;1.3448;0.0014
VolBlw_vol_ratio <-> naked_poc_dist_above;1.3424;0.0014
bearish_absorption_score <-> bullish_asc_ask_bid_imbalance;1.3416;0.0014
imbalance_score_low <-> diffPriceClose_VA21PvaL;1.3303;0.0014
diffLowPrice_0_3 <-> bear_imbalance_low_1;1.3277;0.0014
naked_poc_dist_below <-> range_strength_5_23;1.3275;0.0014
range_strength_5_23 <-> count_blw_tot_ratio;1.3266;0.0014
poc_diff_ratio_11P_21P <-> bearish_asc_ask_bid_imbalance;1.3259;0.0014
VolBlw_vol_ratio <-> diffPriceClosePoc_0_5;1.3254;0.0014
market_regimeADX <-> diffPriceCloseVWAPbyIndex;1.3229;0.0014
bearish_ask_bid_ratio <-> bearish_extrem_abs_ratio_extrem;1.3206;0.0014
bullish_ask_abs_ratio_blw <-> bearish_repeat_ticks_ratio_extrem;1.3203;0.0014
diffPriceCloseVWAPbyIndex <-> bearish_continuation_vs_reversal_extrem;1.3203;0.0014
bullish_asc_dsc_ratio <-> candleSizeTicks;1.3198;0.0014
diffPriceClosePoc_0_1 <-> market_regimeADX;1.3175;0.0014
bullish_asc_dsc_ratio <-> bearish_absorption_ratio;1.3166;0.0014
bearish_repeat_ticks_ratio_extrem <-> atr;1.3154;0.0014
imbalance_score_high <-> diffLowPrice_0_5;1.3142;0.0014
extrem_asc_dsc_comparison_bearish_extrem <-> diffHighPrice_0_4;1.3105;0.0014
bullish_abs_diff_blw <-> diffPriceClose_VA16PvaL;1.3099;0.0014
pocDeltaPocVolRatio <-> bullish_abs_diff_blw;1.3094;0.0014
range_strength_10_32 <-> diffHighPrice_0_3;1.3071;0.0014
diffHighPrice_0_1 <-> ratioDeltaBlw;1.3038;0.0014
diffLowPrice_0_4 <-> extrem_asc_dsc_comparison_bearish_extrem;1.3012;0.0014
imbalance_score_low <-> VolPocVolCandleRatio;1.3004;0.0014
bullish_asc_dynamics <-> naked_poc_dist_below;1.2957;0.0014
diffLowPrice_0_2 <-> perct_VA21P;1.2941;0.0014
poc_diff_ratio_6P_11P <-> bearish_absorption_score;1.2939;0.0014
bearish_absorption_ratio <-> imbalance_score_high;1.2937;0.0014
bearish_asc_dsc_ratio <-> poc_diff_6P_21P;1.2931;0.0014
bearish_extrem_zone_volume_ratio_extrem <-> bearish_dsc_ask_bid_imbalance;1.2920;0.0014
bearish_reversal_force <-> perct_VA21P;1.2906;0.0014
bullish_dsc_ask_bid_imbalance <-> overlap_ratio_VA_6P_21P;1.2883;0.0014
poc_diff_11P_21P <-> vol_volatility_score;1.2871;0.0014
diffPriceClose_VA11PvaH <-> perct_VA21P;1.2865;0.0014
poc_diff_ratio_11P_21P <-> VolCandleMeanxRatio;1.2861;0.0014
imbalance_score_high <-> VolPocVolCandleRatio;1.2851;0.0014
count_abv_tot_ratio <-> ratio_delta_vol_VA16P;1.2839;0.0014
bearish_bid_abs_ratio_abv <-> diffPriceClosePoc_0_1;1.2810;0.0014
bullish_absorption_ratio <-> bull_imbalance_low_1;1.2789;0.0014
bull_imbalance_high_0 <-> diffPriceClose_VA21PvaH;1.2763;0.0014
overlap_ratio_VA_6P_16P <-> overlap_ratio_VA_6P_21P;1.2755;0.0014
bearish_extrem_pressure_ratio_extrem <-> VolPocVolCandleRatio;1.2754;0.0014
bearish_ask_score <-> diffPriceClose_VA6PPoc;1.2745;0.0014
naked_poc_dist_above <-> bearish_reversal_force;1.2729;0.0014
bearish_extrem_vs_rest_activity_extrem <-> diffPriceCloseVWAPbyIndex;1.2677;0.0014
candleSizeTicks <-> count_AbvBlw_asym_ratio;1.2675;0.0014
pocDeltaPocVolRatio <-> bullish_asc_ask_bid_delta_imbalance;1.2655;0.0014
bullish_market_context_score <-> bearish_extrem_zone_volume_ratio_extrem;1.2647;0.0013
bearish_ask_bid_ratio <-> extrem_asc_dsc_comparison_bearish_extrem;1.2627;0.0013
ratio_delta_vol_VA6P <-> count_blw_tot_ratio;1.2625;0.0013
bearish_ask_ratio <-> poc_diff_6P_16P;1.2623;0.0013
bearish_dsc_ask_bid_imbalance <-> overlap_ratio_VA_6P_16P;1.2614;0.0013
diffPriceClose_VA21PPoc <-> perctBB;1.2599;0.0013
bandWidthBB <-> extrem_asc_ratio_bearish_extrem;1.2597;0.0013
bearish_dsc_dynamics <-> bullish_asc_dsc_ratio;1.2594;0.0013
range_strength_5_23 <-> diffPriceCloseVWAPbyIndex;1.2579;0.0013
bearish_repeat_ticks_ratio_extrem <-> overlap_ratio_VA_6P_11P;1.2568;0.0013
diffPriceClose_VA6PPoc <-> deltaTimestampOpeningSection5min;1.2558;0.0013
bearish_extrem_abs_ratio_extrem <-> bearish_bid_ratio;1.2543;0.0013
bullish_absorption_ratio <-> absorption_intensity_repeat_bullish_vol;1.2537;0.0013
imbalance_score_low <-> bearish_imnbScore_score;1.2524;0.0013
bearish_dsc_dynamics <-> deltaTimestampOpeningSection5min;1.2508;0.0013
perct_VA11P <-> diffPriceClose_VA16PPoc;1.2496;0.0013
diffPriceClose_VA6PPoc <-> market_regimeADX;1.2454;0.0013
bullish_dsc_ask_bid_imbalance <-> diffLowPrice_0_4;1.2411;0.0013
bearish_asc_dynamics <-> diffPriceClose_VA11PvaH;1.2399;0.0013
ratioDeltaBlw <-> bearish_asc_dsc_ratio;1.2396;0.0013
bullish_asc_ask_bid_delta_imbalance <-> ratio_delta_vol_VA11P;1.2396;0.0013
bear_imbalance_low_0 <-> imbalance_score_high;1.2374;0.0013
ratio_delta_vol_VA11P <-> diffPriceClose_VA11PvaL;1.2356;0.0013
bearish_bid_abs_ratio_abv <-> bullish_bid_abs_ratio_blw;1.2336;0.0013
absorption_intensity_repeat_bearish_vol <-> diffLowPrice_0_4;1.2328;0.0013
bearish_absorption_ratio <-> bearish_ask_score;1.2317;0.0013
bullish_asc_dsc_ratio <-> diffPriceClose_VA11PPoc;1.2307;0.0013
bullish_reversal_force <-> market_regimeADX;1.2307;0.0013
deltaTimestampOpeningSection5min <-> bearish_asc_dynamics;1.2306;0.0013
VolCandleMeanxRatio <-> candleSizeTicks;1.2296;0.0013
imbalance_score_low <-> bearish_imbalance_evolution;1.2290;0.0013
diffLowPrice_0_4 <-> bearish_extrem_revIntensity_ratio_extrem;1.2280;0.0013
bearish_absorption_ratio <-> diffPriceClosePoc_0_2;1.2278;0.0013
price_volume_dynamic <-> naked_poc_dist_below;1.2268;0.0013
range_strength_10_32 <-> diffPriceClose_VA16PvaL;1.2257;0.0013
diffPriceClose_VA21PvaH <-> diffLowPrice_0_2;1.2231;0.0013
diffPriceClosePoc_0_4 <-> bearish_imnbScore_score;1.2201;0.0013
bearish_extrem_abs_ratio_extrem <-> bearish_dsc_dynamics;1.2178;0.0013
atr <-> extrem_asc_dsc_comparison_bearish_extrem;1.2129;0.0013
bear_imbalance_low_2 <-> poc_diff_11P_21P;1.2122;0.0013
bearish_dsc_ask_bid_imbalance <-> diffPriceClose_VA16PvaH;1.2121;0.0013
bear_imbalance_high_3 <-> diffPriceClose_VA21PPoc;1.2081;0.0013
bullish_bid_ratio <-> bearish_market_context_score;1.2076;0.0013
bullish_asc_dsc_ratio <-> bullish_bid_score;1.2037;0.0013
bullish_asc_dsc_ratio <-> count_blw_tot_ratio;1.2010;0.0013
ratio_delta_vol_VA11P <-> bearish_bid_abs_ratio_abv;1.1999;0.0013
price_volume_dynamic <-> VolPocVolCandleRatio;1.1996;0.0013
ratio_delta_vol_VA16P <-> bearish_extrem_vs_rest_activity_extrem;1.1953;0.0013
diffPriceClose_VA16PPoc <-> deltaTimestampOpeningSection5min;1.1936;0.0013
poc_diff_11P_21P <-> bearish_extrem_revIntensity_ratio_extrem;1.1878;0.0013
overlap_ratio_VA_6P_11P <-> bearish_extrem_vs_rest_activity_extrem;1.1867;0.0013
poc_diff_11P_21P <-> diffPriceClosePoc_0_2;1.1843;0.0013
diffPriceClosePoc_0_3 <-> bear_imbalance_low_1;1.1826;0.0013
deltaTimestampOpeningSection5min <-> bandWidthBB;1.1818;0.0013
bullish_imbalance_evolution <-> vol_volatility_score;1.1808;0.0013
bear_imbalance_low_1 <-> diffHighPrice_0_1;1.1794;0.0013
bull_imbalance_high_1 <-> ratio_delta_vol_VA16P;1.1777;0.0013
bearish_bid_score <-> diffPriceClose_VA11PvaL;1.1755;0.0013
bearish_ask_score <-> bearish_ask_bid_ratio;1.1742;0.0013
diffPriceClosePoc_0_5 <-> bearish_asc_dsc_ratio;1.1737;0.0013
naked_poc_dist_below <-> deltaTimestampOpeningSection5min;1.1715;0.0012
bearish_ask_ratio <-> bullish_asc_ask_bid_delta_imbalance;1.1703;0.0012
pocDeltaPocVolRatio <-> poc_diff_11P_21P;1.1692;0.0012
deltaTimestampOpeningSection30min <-> bullish_ask_ratio;1.1689;0.0012
bullish_asc_dsc_ratio <-> bear_imbalance_high_3;1.1688;0.0012
bullish_ask_score <-> bearish_bid_score;1.1673;0.0012
deltaTimestampOpeningSection30min <-> bullish_ask_bid_ratio;1.1629;0.0012
atr <-> count_AbvBlw_asym_ratio;1.1628;0.0012
poc_diff_11P_21P <-> extrem_asc_dsc_comparison_bearish_extrem;1.1627;0.0012
diffHighPrice_0_4 <-> VolBlw_vol_ratio;1.1583;0.0012
bearish_repeatAskBid_ratio <-> poc_diff_6P_11P;1.1570;0.0012
bullish_abs_diff_blw <-> bear_imbalance_low_2;1.1560;0.0012
bullish_absorption_ratio <-> diffPriceClose_VA21PPoc;1.1555;0.0012
bear_imbalance_low_0 <-> bullish_ask_abs_ratio_blw;1.1553;0.0012
diffPriceClosePoc_0_2 <-> bull_imbalance_high_1;1.1550;0.0012
bullish_asc_dsc_ratio <-> bullish_asc_dynamics;1.1549;0.0012
diffPriceClose_VA11PvaH <-> bear_imbalance_high_3;1.1540;0.0012
poc_diff_11P_21P <-> bearish_ask_abs_ratio_abv;1.1534;0.0012
poc_diff_6P_11P <-> diffPriceClose_VA11PvaH;1.1533;0.0012
naked_poc_dist_above <-> ratioDeltaAbv;1.1497;0.0012
bullish_asc_ask_bid_delta_imbalance <-> diffPriceClosePoc_0_5;1.1495;0.0012
diffLowPrice_0_5 <-> diffPriceClose_VA11PvaH;1.1491;0.0012
bullish_ask_bid_ratio <-> extrem_asc_ratio_bearish_extrem;1.1490;0.0012
count_blw_tot_ratio <-> diffPriceClose_VA11PvaH;1.1489;0.0012
bullish_dsc_ask_bid_imbalance <-> cumDiffVolDeltaRatio;1.1487;0.0012
bullish_ask_score <-> diffPriceClosePoc_0_2;1.1482;0.0012
ratio_delta_vol_VA6P <-> ratioDeltaBlw;1.1457;0.0012
range_strength_10_32 <-> bearish_asc_dsc_ratio;1.1453;0.0012
ratio_delta_vol_VA16P <-> diffHighPrice_0_2;1.1424;0.0012
poc_diff_ratio_6P_11P <-> diffPriceClosePoc_0_3;1.1418;0.0012
cumDiffVolDeltaRatio <-> bearish_bid_ratio;1.1390;0.0012
bearish_extrem_vs_rest_activity_extrem <-> bull_imbalance_high_0;1.1378;0.0012
diffHighPrice_0_1 <-> imbalance_score_high;1.1375;0.0012
ratioDeltaAbv <-> diffPriceClosePoc_0_1;1.1353;0.0012
candleSizeTicks <-> bull_imbalance_low_1;1.1336;0.0012
poc_diff_6P_16P <-> diffHighPrice_0_1;1.1332;0.0012
diffPriceClose_VA16PvaL <-> bull_imbalance_high_1;1.1314;0.0012
perctBB <-> ratio_delta_vol_VA21P;1.1312;0.0012
vol_volatility_score <-> bullish_absorption_ratio;1.1307;0.0012
bearish_ask_abs_ratio_abv <-> vol_volatility_score;1.1298;0.0012
poc_diff_6P_21P <-> diffHighPrice_0_1;1.1296;0.0012
deltaTimestampOpeningSection5min <-> bearish_extrem_dsc_ratio_extrem;1.1294;0.0012
bullish_asc_ask_bid_delta_imbalance <-> diffLowPrice_0_4;1.1291;0.0012
extrem_asc_dsc_comparison_bearish_extrem <-> count_abv_tot_ratio;1.1286;0.0012
bull_imbalance_high_2 <-> bear_imbalance_low_1;1.1286;0.0012
VolPocVolCandleRatio <-> range_strength_5_23;1.1271;0.0012
diffLowPrice_0_4 <-> diffPriceClose_VA21PPoc;1.1269;0.0012
bear_imbalance_low_1 <-> poc_diff_ratio_6P_16P;1.1226;0.0012
diffLowPrice_0_2 <-> bearish_bid_score;1.1222;0.0012
bearish_ask_abs_ratio_abv <-> diffLowPrice_0_3;1.1215;0.0012
bearish_extrem_revIntensity_ratio_extrem <-> diffPriceClose_VA21PvaL;1.1203;0.0012
diffPriceClose_VA21PPoc <-> diffPriceClose_VA6PvaL;1.1187;0.0012
bearish_repeatAskBid_ratio <-> diffPriceClose_VA16PPoc;1.1186;0.0012
overlap_ratio_VA_11P_21P <-> bearish_bid_ratio;1.1184;0.0012
bearish_ask_ratio <-> ratio_delta_vol_VA6P;1.1181;0.0012
ratio_delta_vol_VA16P <-> diffPriceClose_VA6PvaH;1.1167;0.0012
bearish_imnbScore_score <-> bullish_bid_ratio;1.1164;0.0012
candleSizeTicks <-> bullish_dsc_dynamics;1.1156;0.0012
extrem_asc_dsc_comparison_bearish_extrem <-> VolAbv_vol_ratio;1.1146;0.0012
count_abv_tot_ratio <-> bull_imbalance_low_1;1.1123;0.0012
poc_diff_6P_11P <-> bull_imbalance_high_2;1.1123;0.0012
diffLowPrice_0_5 <-> diffPriceClose_VA21PvaH;1.1110;0.0012
diffPriceClose_VA11PPoc <-> bullish_dsc_ask_bid_delta_imbalance;1.1095;0.0012
diffLowPrice_0_3 <-> bullish_dsc_ask_bid_imbalance;1.1075;0.0012
diffPriceClose_VA11PPoc <-> ratio_delta_vol_VA6P;1.1073;0.0012
range_strength_5_23 <-> diffPriceClose_VA6PvaH;1.1053;0.0012
VolCandleMeanxRatio <-> bullish_asc_ask_bid_delta_imbalance;1.1022;0.0012
bullish_repeatAskBid_ratio <-> diffPriceClose_VA6PvaL;1.1010;0.0012
bullish_dsc_ask_bid_imbalance <-> ratio_delta_vol_VA6P;1.0994;0.0012
bearish_extrem_zone_volume_ratio_extrem <-> perctBB;1.0964;0.0012
count_abv_tot_ratio <-> diffLowPrice_0_2;1.0950;0.0012
bullish_ask_score <-> bull_imbalance_high_0;1.0931;0.0012
diffHighPrice_0_3 <-> bullish_combined_pressure;1.0909;0.0012
bullish_abs_diff_blw <-> diffLowPrice_0_3;1.0907;0.0012
poc_diff_ratio_11P_21P <-> bullish_asc_ask_bid_delta_imbalance;1.0907;0.0012
pocDeltaPocVolRatio <-> bullish_imbalance_evolution;1.0906;0.0012
bearish_extrem_zone_volume_ratio_extrem <-> overlap_ratio_VA_11P_21P;1.0900;0.0012
VolAbv_vol_ratio <-> bullish_asc_ask_bid_delta_imbalance;1.0857;0.0012
poc_diff_ratio_6P_11P <-> bullish_dsc_ask_bid_delta_imbalance;1.0856;0.0012
bearish_extrem_revIntensity_ratio_extrem <-> VolAbv_vol_ratio;1.0843;0.0012
deltaTimestampOpeningSection30min <-> bearish_market_context_score;1.0834;0.0012
count_abv_tot_ratio <-> poc_diff_ratio_6P_11P;1.0808;0.0012
candleSizeTicks <-> bearish_extrem_dsc_ratio_extrem;1.0807;0.0012
bearish_dsc_dynamics <-> imbalance_score_low;1.0802;0.0012
bearish_asc_dsc_ratio <-> diffPriceClose_VA16PPoc;1.0799;0.0012
extrem_asc_ratio_bearish_extrem <-> bullish_reversal_force;1.0793;0.0012
diffLowPrice_0_5 <-> pocDeltaPocVolRatio;1.0772;0.0011
candleSizeTicks <-> bearish_absorption_ratio;1.0757;0.0011
diffPriceClose_VA16PPoc <-> bearish_extrem_vs_rest_activity_extrem;1.0756;0.0011
poc_diff_6P_21P <-> imbalance_score_high;1.0732;0.0011
bearish_absorption_score <-> VolPocVolCandleRatio;1.0732;0.0011
bullish_bid_score <-> bull_imbalance_low_2;1.0710;0.0011
bullish_asc_ask_bid_imbalance <-> diffPriceCloseVWAPbyIndex;1.0709;0.0011
deltaTimestampOpeningSection1min <-> ratioDeltaAbv;1.0700;0.0011
bullish_imbalance_evolution <-> deltaTimestampOpeningSection30min;1.0684;0.0011
diffLowPrice_0_4 <-> bull_imbalance_low_3;1.0676;0.0011
range_strength_10_32 <-> deltaTimestampOpeningSection5min;1.0664;0.0011
bullish_absorption_intensity_repeat_count <-> naked_poc_dist_below;1.0648;0.0011
diffPriceClosePoc_0_5 <-> bear_imbalance_low_1;1.0622;0.0011
bearish_dsc_dynamics <-> bullish_asc_ask_bid_imbalance;1.0622;0.0011
bullish_market_context_score <-> bullish_asc_ask_bid_delta_imbalance;1.0621;0.0011
overlap_ratio_VA_6P_16P <-> ratio_delta_vol_VA11P;1.0601;0.0011
bullish_asc_dynamics <-> perct_VA6P;1.0600;0.0011
bullish_dsc_ask_bid_imbalance <-> diffVolDelta_0_1Ratio;1.0591;0.0011
bearish_asc_dynamics <-> bear_imbalance_low_0;1.0589;0.0011
diffHighPrice_0_1 <-> bullish_dsc_ask_bid_imbalance;1.0582;0.0011
bullish_bid_ratio <-> bullish_ask_score;1.0575;0.0011
bearish_ask_score <-> diffPriceClosePoc_0_0;1.0529;0.0011
bandWidthBB <-> extrem_ask_bid_imbalance_bearish_extrem;1.0519;0.0011
ratio_delta_vol_VA21P <-> poc_diff_11P_21P;1.0517;0.0011
overlap_ratio_VA_11P_21P <-> bullish_ask_score;1.0510;0.0011
imbalance_score_low <-> poc_diff_6P_11P;1.0485;0.0011
poc_diff_6P_21P <-> diffHighPrice_0_4;1.0480;0.0011
diffHighPrice_0_1 <-> bearish_abs_diff_abv;1.0444;0.0011
bearish_abs_diff_abv <-> poc_diff_6P_21P;1.0428;0.0011
bearish_bid_ratio <-> bearish_absorption_score;1.0400;0.0011
extrem_asc_ratio_bearish_extrem <-> bearish_extrem_pressure_ratio_extrem;1.0371;0.0011
diffPriceClose_VA11PPoc <-> bear_imbalance_low_2;1.0363;0.0011
VolAbv_vol_ratio <-> bearish_repeatAskBid_ratio;1.0340;0.0011
diffPriceClosePoc_0_1 <-> bear_imbalance_low_0;1.0326;0.0011
overlap_ratio_VA_6P_16P <-> ratioDeltaAbv;1.0326;0.0011
bear_imbalance_low_0 <-> diffPriceClose_VA16PvaL;1.0325;0.0011
diffPriceClose_VA21PvaH <-> bearish_absorption_score;1.0302;0.0011
diffPriceClose_VA21PvaH <-> imbalance_score_high;1.0244;0.0011
diffVolDelta_0_1Ratio <-> extrem_zone_significance_bearish_extrem;1.0226;0.0011
diffPriceClose_VA21PvaH <-> diffVolDelta_0_1Ratio;1.0226;0.0011
VolPocVolCandleRatio <-> bear_imbalance_low_1;1.0224;0.0011
bearish_continuation_vs_reversal_extrem <-> bearish_bid_abs_ratio_abv;1.0214;0.0011
bull_imbalance_high_2 <-> diffPriceClose_VA11PPoc;1.0209;0.0011
VolPocVolCandleRatio <-> diffLowPrice_0_5;1.0187;0.0011
bearish_asc_ask_bid_delta_imbalance <-> bullish_asc_ask_bid_imbalance;1.0185;0.0011
poc_diff_11P_21P <-> range_strength_10_32;1.0178;0.0011
poc_diff_11P_21P <-> absorption_intensity_repeat_bullish_vol;1.0158;0.0011
bearish_extrem_revIntensity_ratio_extrem <-> diffPriceClose_VA16PvaH;1.0158;0.0011
market_regimeADX <-> diffPriceClose_VA21PvaL;1.0126;0.0011
diffPriceClose_VA21PvaH <-> bearish_extrem_zone_volume_ratio_extrem;1.0107;0.0011
asymetrie_volume <-> bear_imbalance_high_1;1.0106;0.0011
diffPriceClose_VA11PPoc <-> poc_diff_ratio_11P_21P;1.0084;0.0011
bullish_dsc_ask_bid_imbalance <-> bullish_ask_score;1.0083;0.0011
bearish_absorption_score <-> diffPriceClosePoc_0_2;1.0066;0.0011
diffPriceClose_VA16PvaL <-> bull_imbalance_low_2;1.0063;0.0011
VolAbv_vol_ratio <-> ratio_delta_vol_VA6P;1.0057;0.0011
naked_poc_dist_below <-> bull_imbalance_low_1;1.0048;0.0011
bullish_asc_dsc_ratio <-> bearish_bid_abs_ratio_abv;1.0048;0.0011
bullish_absorption_score <-> poc_diff_ratio_11P_21P;1.0044;0.0011
diffHighPrice_0_5 <-> diffPriceClose_VA11PPoc;1.0039;0.0011
bearish_extrem_dsc_ratio_extrem <-> bullish_combined_pressure;1.0036;0.0011
bull_imbalance_high_1 <-> bearish_bid_abs_ratio_abv;1.0032;0.0011
bullish_dsc_ask_bid_delta_imbalance <-> bearish_extrem_zone_volume_ratio_extrem;1.0025;0.0011
bull_imbalance_low_2 <-> bearish_dsc_ask_bid_imbalance;1.0016;0.0011
bullish_combined_pressure <-> diffHighPrice_0_1;1.0003;0.0011
range_strength_5_23 <-> diffPriceClose_VA11PvaH;0.9996;0.0011
VolBlw_vol_ratio <-> pocDeltaPocVolRatio;0.9992;0.0011
range_strength_5_23 <-> price_volume_dynamic;0.9985;0.0011
poc_diff_ratio_11P_21P <-> bandWidthBB;0.9984;0.0011
diffPriceClosePoc_0_3 <-> bullish_ask_abs_ratio_blw;0.9976;0.0011
deltaTimestampOpeningSection30min <-> perct_VA21P;0.9947;0.0011
ratio_delta_vol_VA16P <-> VolBlw_vol_ratio;0.9945;0.0011
ratio_delta_vol_VA11P <-> bearish_dsc_ask_bid_imbalance;0.9944;0.0011
diffPriceClose_VA11PPoc <-> bandWidthBB;0.9933;0.0011
ratioDeltaAbv <-> diffPriceClose_VA16PPoc;0.9918;0.0011
diffPriceCloseVWAP <-> bullish_dsc_ask_bid_imbalance;0.9913;0.0011
naked_poc_dist_below <-> bear_imbalance_low_1;0.9905;0.0011
