Interaction;Value;Percentage_Contribution
bearish_extrem_abs_ratio_extrem <-> extrem_asc_ratio_bearish_extrem;12.3654;0.4908
perct_VA16P <-> diffPriceCloseVWAP;12.3533;0.4903
bearish_extrem_abs_ratio_extrem <-> bearish_bid_abs_ratio_abv;12.2711;0.4870
bullish_absorption_ratio <-> bullish_absorption_score;12.1639;0.4828
perct_VA16P <-> bearish_dsc_ask_bid_delta_imbalance;12.1401;0.4818
diffPriceClosePoc_0_4 <-> perct_VA11P;12.0004;0.4763
bullish_absorption_ratio <-> overlap_ratio_VA_6P_16P;11.6581;0.4627
diffPriceCloseVWAP <-> bullish_repeatAskBid_ratio;11.6017;0.4605
bullish_absorption_ratio <-> perct_VA11P;11.5643;0.4590
overlap_ratio_VA_6P_16P <-> bear_imbalance_high_2;11.3506;0.4505
diffPriceCloseVWAP <-> bearish_repeatAskBid_ratio;11.3338;0.4498
bullish_dsc_dynamics <-> diffPriceClose_VA16PvaH;11.2958;0.4483
bearish_asc_dynamics <-> VolCandleMeanxRatio;11.2578;0.4468
diffHighPrice_0_4 <-> bullish_asc_dynamics;11.1681;0.4433
diffPriceClose_VA6PvaH <-> bearish_bid_score;11.1259;0.4416
absorption_intensity_repeat_bearish_vol <-> extrem_asc_dsc_comparison_bearish_extrem;11.0043;0.4368
bullish_asc_dsc_ratio <-> bandWidthBB;10.9669;0.4353
bearish_asc_dynamics <-> perct_VA16P;10.7826;0.4280
deltaTimestampOpeningSection1min <-> VolPocVolCandleRatio;10.6851;0.4241
diffPriceClose_VA11PPoc <-> bullish_asc_dsc_ratio;10.6254;0.4217
deltaTimestampOpeningSection1min <-> bullish_imnbScore_score;10.5883;0.4203
cumDiffVolDeltaRatio <-> bearish_extrem_revIntensity_ratio_extrem;10.5359;0.4182
bearish_dsc_ask_bid_delta_imbalance <-> bear_imbalance_high_1;10.4667;0.4154
diffHighPrice_0_3 <-> bull_imbalance_high_2;10.3790;0.4119
perct_VA11P <-> diffPriceCloseVWAP;10.3215;0.4097
diffPriceCloseVWAP <-> bearish_dsc_ask_bid_delta_imbalance;10.2595;0.4072
perct_VA11P <-> overlap_ratio_VA_6P_16P;10.2313;0.4061
diffPriceClose_VA11PPoc <-> bull_imbalance_high_2;10.2097;0.4052
bearish_absorption_score <-> bull_imbalance_high_0;10.1893;0.4044
diffVolDelta_0_1Ratio <-> bearish_continuation_vs_reversal_extrem;10.0080;0.3972
diffPriceClose_VA16PPoc <-> deltaTimestampOpeningSection1min;9.9414;0.3946
perct_VA21P <-> bearish_imnbScore_score;9.9090;0.3933
diffLowPrice_0_2 <-> absorption_intensity_repeat_bearish_vol;9.8286;0.3901
diffVolDelta_0_1Ratio <-> absorption_intensity_repeat_bearish_vol;9.7981;0.3889
bear_imbalance_high_1 <-> bearish_bid_abs_ratio_abv;9.7747;0.3880
bearish_dsc_ask_bid_delta_imbalance <-> perct_VA6P;9.7477;0.3869
imbalance_score_high <-> bullish_repeatAskBid_ratio;9.6454;0.3828
perct_VA11P <-> bearish_extrem_abs_ratio_extrem;9.5815;0.3803
price_volume_dynamic <-> bearish_asc_dsc_ratio;9.5809;0.3803
poc_diff_ratio_6P_21P <-> diffPriceClose_VA11PvaL;9.5621;0.3795
bearish_market_context_score <-> bear_imbalance_low_2;9.5595;0.3794
bear_imbalance_high_3 <-> bearish_asc_dsc_ratio;9.5160;0.3777
bullish_asc_ask_bid_imbalance <-> vol_volatility_score;9.5087;0.3774
absorption_intensity_repeat_bearish_vol <-> bearish_repeatAskBid_ratio;9.4121;0.3736
bearish_asc_dsc_ratio <-> bullish_asc_dynamics;9.3776;0.3722
bear_imbalance_high_2 <-> extrem_asc_dsc_comparison_bearish_extrem;9.3717;0.3720
perct_VA21P <-> diffHighPrice_0_2;9.3662;0.3717
bullish_combined_pressure <-> bullish_repeatAskBid_ratio;9.1657;0.3638
perct_VA21P <-> diffPriceClose_VA16PPoc;9.1604;0.3636
count_blw_tot_ratio <-> diffPriceClose_VA16PvaL;9.1231;0.3621
diffPriceClosePoc_0_3 <-> bearish_continuation_vs_reversal_extrem;9.0871;0.3607
bearish_absorption_intensity_repeat_count <-> bandWidthBB;9.0848;0.3606
diffPriceClose_VA11PPoc <-> bullish_absorption_score;9.0638;0.3597
bearish_asc_dynamics <-> ratio_delta_vol_VA21P;9.0544;0.3594
diffPriceCloseVWAPbyIndex <-> perct_VA16P;8.9769;0.3563
diffPriceClose_VA11PvaL <-> bearish_extrem_abs_ratio_extrem;8.9183;0.3540
bearish_big_trade_ratio_extrem <-> bearish_extrem_abs_ratio_extrem;8.9144;0.3538
perctBB <-> bearish_dsc_ask_bid_imbalance;8.8569;0.3515
diffHighPrice_0_4 <-> diffPriceClosePoc_0_3;8.8465;0.3511
bear_imbalance_high_2 <-> perct_VA16P;8.8183;0.3500
bearish_repeatAskBid_ratio <-> bullish_asc_ask_bid_delta_imbalance;8.7452;0.3471
bearish_imbalance_evolution <-> diffPriceClose_VA6PvaL;8.6955;0.3451
bear_imbalance_high_1 <-> bear_imbalance_high_3;8.6194;0.3421
perct_VA11P <-> bearish_bid_abs_ratio_abv;8.6068;0.3416
poc_diff_6P_21P <-> bullish_asc_dsc_ratio;8.5927;0.3410
absorption_intensity_repeat_bearish_vol <-> bearish_dsc_ask_bid_delta_imbalance;8.5493;0.3393
diffVolCandle_0_1Ratio <-> diffPriceClose_VA16PPoc;8.4821;0.3367
market_regimeADX <-> absorption_intensity_repeat_bullish_vol;8.4522;0.3355
bear_imbalance_high_3 <-> diffPriceClose_VA11PPoc;8.4432;0.3351
bearish_repeatAskBid_ratio <-> extrem_asc_ratio_bearish_extrem;8.3472;0.3313
bullish_absorption_score <-> diffPriceCloseVWAP;8.1937;0.3252
bearish_extrem_abs_ratio_extrem <-> bearish_absorption_intensity_repeat_count;8.1335;0.3228
perct_VA16P <-> bearish_ask_abs_ratio_abv;8.1106;0.3219
bull_imbalance_high_0 <-> bearish_askBigStand_abs_ratio_abv;8.0743;0.3205
diffPriceCloseVWAP <-> bearish_asc_ask_bid_delta_imbalance;8.0546;0.3197
bull_imbalance_high_0 <-> bullish_ask_abs_ratio_blw;7.9874;0.3170
bearish_dsc_ask_bid_delta_imbalance <-> atr;7.9832;0.3169
poc_diff_ratio_6P_16P <-> bearish_absorption_score;7.9779;0.3166
bearish_combined_pressure <-> perct_VA16P;7.9093;0.3139
diffPriceClose_VA11PPoc <-> bullish_bid_score;7.8437;0.3113
extrem_zone_significance_bearish_extrem <-> deltaTimestampOpeningSection1min;7.7106;0.3060
bearish_repeatAskBid_ratio <-> bearish_imnbScore_score;7.6991;0.3056
bearish_repeatAskBid_ratio <-> bearish_abs_diff_abv;7.6588;0.3040
perct_VA21P <-> diffPriceCloseVWAP;7.6042;0.3018
diffPriceCloseVWAP <-> bearish_bid_score;7.5688;0.3004
diffPriceCloseVWAP <-> diffPriceClose_VA16PPoc;7.5335;0.2990
bullish_asc_ask_bid_delta_imbalance <-> poc_diff_ratio_6P_21P;7.4481;0.2956
bear_imbalance_high_1 <-> range_strength_5_23;7.4328;0.2950
diffPriceCloseVWAP <-> perct_VA6P;7.4098;0.2941
diffHighPrice_0_2 <-> absorption_intensity_repeat_bearish_vol;7.3856;0.2931
bullish_combined_pressure <-> bull_imbalance_high_0;7.3709;0.2926
bearish_extrem_abs_ratio_extrem <-> overlap_ratio_VA_6P_16P;7.2898;0.2893
cumDiffVolDeltaRatio <-> perct_VA16P;7.2754;0.2888
overlap_ratio_VA_6P_11P <-> bearish_bid_score;7.2050;0.2860
bearish_dsc_ask_bid_delta_imbalance <-> bearish_bid_ratio;7.1826;0.2851
diffPriceCloseVWAP <-> bearish_extrem_revIntensity_ratio_extrem;7.1800;0.2850
diffPriceClose_VA11PvaL <-> bearish_dsc_ask_bid_delta_imbalance;7.1763;0.2848
bull_imbalance_high_2 <-> bearish_imnbScore_score;7.1676;0.2845
perct_VA16P <-> bearish_extrem_vs_rest_activity_extrem;7.0919;0.2815
extrem_zone_significance_bearish_extrem <-> bearish_bidBigStand_abs_ratio_abv;7.0676;0.2805
bullish_askBigStand_abs_ratio_blw <-> count_AbvBlw_asym_ratio;6.9544;0.2760
bearish_dsc_ask_bid_delta_imbalance <-> extrem_asc_dsc_comparison_bearish_extrem;6.9031;0.2740
bullish_reversal_force <-> perct_VA16P;6.8873;0.2734
perct_VA6P <-> deltaTimestampOpeningSection1min;6.8161;0.2705
bearish_extrem_abs_ratio_extrem <-> bearish_reversal_force;6.7905;0.2695
diffPriceCloseVWAP <-> bearish_ask_ratio;6.7247;0.2669
absorption_intensity_repeat_bullish_vol <-> bearish_extrem_abs_ratio_extrem;6.7067;0.2662
bull_imbalance_low_3 <-> diffPriceCloseVWAP;6.6889;0.2655
bearish_asc_ask_bid_delta_imbalance <-> diffLowPrice_0_4;6.6083;0.2623
bullish_dsc_dynamics <-> bull_imbalance_high_2;6.5950;0.2618
extrem_asc_dsc_comparison_bearish_extrem <-> perct_VA21P;6.5557;0.2602
diffPriceClose_VA11PvaH <-> absorption_intensity_repeat_bearish_vol;6.4987;0.2579
diffLowPrice_0_4 <-> bullish_asc_ask_bid_imbalance;6.4719;0.2569
diffLowPrice_0_2 <-> extrem_asc_dsc_comparison_bearish_extrem;6.4161;0.2547
bearish_market_context_score <-> absorption_intensity_repeat_bearish_vol;6.4126;0.2545
bullish_combined_pressure <-> bullish_asc_dsc_ratio;6.4092;0.2544
overlap_ratio_VA_6P_11P <-> diffLowPrice_0_4;6.3775;0.2531
cumDiffVolDeltaRatio <-> bearish_reversal_force;6.3504;0.2520
bearish_extrem_vs_rest_activity_extrem <-> extrem_asc_dsc_comparison_bearish_extrem;6.3416;0.2517
VolCandleMeanxRatio <-> bearish_continuation_vs_reversal_extrem;6.2492;0.2480
diffVolDelta_0_1Ratio <-> diffHighPrice_0_4;6.1142;0.2427
bearish_extrem_abs_ratio_extrem <-> bearish_abs_diff_abv;6.0897;0.2417
diffHighPrice_0_5 <-> bearish_bid_score;5.9942;0.2379
ratio_delta_vol_VA21P <-> diffHighPrice_0_4;5.9798;0.2373
diffLowPrice_0_4 <-> perct_VA21P;5.9678;0.2369
extrem_zone_significance_bearish_extrem <-> perctBB;5.9515;0.2362
diffPriceCloseVWAP <-> diffPriceCloseVWAPbyIndex;5.9398;0.2358
bullish_asc_ask_bid_delta_imbalance <-> bearish_extrem_revIntensity_ratio_extrem;5.9227;0.2351
diffPriceClose_VA16PPoc <-> bullish_absorption_score;5.8773;0.2333
bull_imbalance_low_2 <-> range_strength_5_23;5.8734;0.2331
bullish_asc_ask_bid_imbalance <-> perct_VA16P;5.8444;0.2320
diffLowPrice_0_4 <-> diffVolCandle_0_1Ratio;5.8421;0.2319
diffVolCandle_0_1Ratio <-> bull_imbalance_high_2;5.8398;0.2318
bearish_market_context_score <-> bear_imbalance_high_1;5.8284;0.2313
diffPriceClose_VA6PvaH <-> diffHighPrice_0_5;5.8237;0.2311
bearish_combined_pressure <-> perctBB;5.8072;0.2305
extrem_zone_significance_bearish_extrem <-> VolCandleMeanxRatio;5.8048;0.2304
bear_imbalance_high_2 <-> bullish_asc_dsc_ratio;5.7954;0.2300
extrem_asc_ratio_bearish_extrem <-> perct_VA11P;5.7671;0.2289
bearish_absorption_score <-> diffPriceCloseVWAP;5.7546;0.2284
bearish_extrem_abs_ratio_extrem <-> diffPriceClose_VA11PvaH;5.6984;0.2262
bearish_absorption_score <-> diffVolCandle_0_1Ratio;5.6754;0.2253
bullish_asc_dsc_ratio <-> bull_imbalance_high_0;5.6369;0.2237
bearish_market_context_score <-> VolCandleMeanxRatio;5.6256;0.2233
bearish_absorption_intensity_repeat_count <-> bullish_dsc_dynamics;5.6207;0.2231
cumDiffVolDeltaRatio <-> perct_VA11P;5.6059;0.2225
perct_VA11P <-> bullish_repeatAskBid_ratio;5.4946;0.2181
diffPriceClose_VA11PPoc <-> ratio_delta_vol_VA6P;5.4513;0.2164
bearish_ask_score <-> bearish_bigStand_abs_diff_abv;5.4269;0.2154
overlap_ratio_VA_6P_11P <-> bullish_asc_ask_bid_delta_imbalance;5.3686;0.2131
imbalance_score_high <-> bearish_absorption_score;5.3656;0.2130
bearish_market_context_score <-> bearish_big_trade_ratio2_extrem;5.3616;0.2128
diffPriceClose_VA11PvaH <-> bearish_absorption_score;5.3241;0.2113
overlap_ratio_VA_6P_16P <-> perct_VA16P;5.2785;0.2095
bullish_dsc_dynamics <-> bearish_bidBigStand_abs_ratio_abv;5.2511;0.2084
range_strength_5_23 <-> bearish_extrem_revIntensity_ratio_extrem;5.2349;0.2078
ratio_delta_vol_VA16P <-> bearish_dsc_ask_bid_delta_imbalance;5.2287;0.2075
perct_VA11P <-> bear_imbalance_high_1;5.2170;0.2071
diffVolDelta_0_1Ratio <-> bullish_askBigStand_abs_ratio_blw;5.2025;0.2065
perct_VA21P <-> bearish_bid_score;5.1793;0.2056
bull_imbalance_high_0 <-> bearish_bidBigStand_abs_ratio_abv;5.1204;0.2032
diffPriceClose_VA11PvaL <-> poc_diff_ratio_6P_16P;4.9933;0.1982
VolCandleMeanxRatio <-> bull_imbalance_high_0;4.9620;0.1969
ratio_delta_vol_VA21P <-> diffPriceClose_VA21PvaL;4.9383;0.1960
bearish_ask_ratio <-> bearish_repeatAskBid_ratio;4.8100;0.1909
bearish_repeatAskBid_ratio <-> poc_diff_6P_21P;4.7784;0.1897
bull_imbalance_high_0 <-> diffPriceCloseVWAP;4.7782;0.1896
diffPriceCloseVWAP <-> bullish_dsc_ask_bid_delta_imbalance;4.7538;0.1887
perct_VA6P <-> cumDiffVolDeltaRatio;4.7471;0.1884
perct_VA16P <-> bearish_repeatAskBid_ratio;4.7220;0.1874
perct_VA6P <-> perct_VA16P;4.7031;0.1867
bearish_asc_ask_bid_delta_imbalance <-> bearish_dsc_ask_bid_delta_imbalance;4.6910;0.1862
diffPriceCloseVWAP <-> poc_diff_6P_21P;4.6870;0.1860
bearish_imnbScore_score <-> bullish_ask_abs_ratio_blw;4.6267;0.1836
overlap_ratio_VA_6P_21P <-> ratio_delta_vol_VA21P;4.5513;0.1806
bearish_ask_ratio <-> bearish_imnbScore_score;4.5225;0.1795
deltaTimestampOpeningSection1min <-> bearish_market_context_score;4.5050;0.1788
bearish_market_context_score <-> bearish_bid_ratio;4.5038;0.1788
poc_diff_6P_21P <-> bearish_reversal_force;4.4918;0.1783
bearish_imnbScore_score <-> diffHighPrice_0_3;4.4231;0.1756
perct_VA16P <-> bearish_bidBigStand_abs_ratio_abv;4.4195;0.1754
poc_diff_11P_21P <-> bull_imbalance_high_2;4.4054;0.1749
poc_diff_6P_21P <-> poc_diff_6P_11P;4.3801;0.1738
diffPriceCloseVWAP <-> bullish_abs_diff_blw;4.3627;0.1732
bullish_bid_abs_ratio_blw <-> ratio_delta_vol_VA21P;4.3209;0.1715
bullish_bid_score <-> bullish_absorption_intensity_repeat_count;4.2431;0.1684
bearish_dsc_ask_bid_delta_imbalance <-> bearish_absorption_score;4.2078;0.1670
bullish_absorption_intensity_repeat_count <-> bear_imbalance_high_3;4.1685;0.1654
deltaTimestampOpeningSection1min <-> bearish_extrem_abs_ratio_extrem;4.1342;0.1641
bearish_asc_dsc_ratio <-> ratio_delta_vol_VA21P;4.1292;0.1639
absorption_intensity_repeat_bearish_vol <-> bearish_asc_ask_bid_delta_imbalance;4.0968;0.1626
VolPocVolCandleRatio <-> bearish_extrem_abs_ratio_extrem;4.0880;0.1623
bearish_extrem_revIntensity_ratio_extrem <-> perct_VA11P;4.0703;0.1615
bullish_absorption_intensity_repeat_count <-> perct_VA11P;4.0330;0.1601
diffPriceCloseVWAP <-> diffHighPrice_0_4;3.9826;0.1581
diffPriceCloseVWAP <-> vol_volatility_score;3.8948;0.1546
bullish_bid_score <-> bullish_dsc_ask_bid_delta_imbalance;3.8613;0.1533
bearish_repeatAskBid_ratio <-> diffLowPrice_0_4;3.8513;0.1529
poc_diff_ratio_6P_16P <-> bearish_extrem_abs_ratio_extrem;3.8454;0.1526
bearish_absorption_score <-> deltaTimestampOpeningSection1min;3.8215;0.1517
bull_imbalance_high_0 <-> extrem_zone_significance_bearish_extrem;3.7995;0.1508
perct_VA16P <-> bullish_bid_ratio;3.7922;0.1505
bearish_combined_pressure <-> bear_imbalance_high_1;3.7500;0.1488
cumDiffVolDeltaRatio <-> VolAbv_vol_ratio;3.6545;0.1450
is_in_range_5_23 <-> bull_imbalance_high_0;3.6513;0.1449
bullish_repeatAskBid_ratio <-> bandWidthBB;3.6416;0.1445
perct_VA11P <-> price_volume_dynamic;3.6338;0.1442
diffPriceClose_VA11PPoc <-> poc_diff_11P_21P;3.6116;0.1433
bearish_repeatAskBid_ratio <-> bullish_absorption_score;3.5918;0.1426
poc_diff_6P_16P <-> vol_volatility_score;3.5917;0.1426
bearish_extrem_abs_ratio_extrem <-> bearish_absorption_score;3.5916;0.1425
ratio_delta_vol_VA21P <-> bearish_ask_score;3.5852;0.1423
bearish_combined_pressure <-> bearish_repeatAskBid_ratio;3.5842;0.1423
perctBB <-> bullish_asc_ask_bid_delta_imbalance;3.5526;0.1410
perct_VA16P <-> ratio_delta_vol_VA16P;3.5344;0.1403
absorption_intensity_repeat_bearish_vol <-> bearish_combined_pressure;3.5259;0.1399
bearish_repeatAskBid_ratio <-> bullish_reversal_force;3.5255;0.1399
bearish_dsc_ask_bid_delta_imbalance <-> diffPriceClose_VA11PPoc;3.4942;0.1387
price_volume_dynamic <-> diffPriceCloseVWAP;3.4779;0.1380
perct_VA16P <-> absorption_intensity_repeat_bearish_vol;3.4627;0.1374
bearish_extrem_revIntensity_ratio_extrem <-> bearish_repeatAskBid_ratio;3.4341;0.1363
bear_imbalance_high_3 <-> bearish_bid_abs_ratio_abv;3.4066;0.1352
extrem_asc_dsc_comparison_bearish_extrem <-> perct_VA16P;3.3989;0.1349
market_regimeADX <-> range_strength_10_32;3.3397;0.1326
bull_imbalance_high_0 <-> absorption_intensity_repeat_bearish_vol;3.3078;0.1313
bullish_absorption_intensity_repeat_count <-> perctBB;3.3009;0.1310
bearish_absorption_intensity_repeat_count <-> bearish_imbalance_evolution;3.3003;0.1310
bearish_market_context_score <-> diffVolDelta_0_1Ratio;3.2872;0.1305
bullish_repeatAskBid_ratio <-> diffPriceClose_VA16PPoc;3.2766;0.1301
diffPriceClose_VA11PvaH <-> bull_imbalance_high_0;3.2406;0.1286
diffPriceCloseVWAP <-> bear_imbalance_high_2;3.2334;0.1283
diffLowPrice_0_3 <-> bearish_imbalance_evolution;3.2255;0.1280
bull_imbalance_high_2 <-> extrem_asc_dsc_comparison_bearish_extrem;3.2233;0.1279
bearish_imnbScore_score <-> bearish_bid_score;3.2111;0.1274
bull_imbalance_low_2 <-> bearish_askBigStand_abs_ratio_abv;3.1601;0.1254
bull_imbalance_high_0 <-> bull_imbalance_low_2;3.1212;0.1239
extrem_zone_significance_bearish_extrem <-> absorption_intensity_repeat_bearish_vol;3.0769;0.1221
extrem_asc_dsc_comparison_bearish_extrem <-> diffPriceClosePoc_0_3;3.0701;0.1219
cumDiffVolDeltaRatio <-> bearish_bid_abs_ratio_abv;3.0238;0.1200
diffPriceClose_VA16PPoc <-> extrem_zone_significance_bearish_extrem;3.0050;0.1193
ratio_delta_vol_VA16P <-> bearish_repeat_ticks_ratio_extrem;2.9927;0.1188
diffLowPrice_0_5 <-> absorption_intensity_repeat_bearish_vol;2.9799;0.1183
bearish_extrem_abs_ratio_extrem <-> ratio_delta_vol_VA21P;2.9756;0.1181
bearish_market_context_score <-> bullish_reversal_force;2.9749;0.1181
bearish_dsc_ask_bid_imbalance <-> deltaTimestampOpeningSection1min;2.9113;0.1155
bearish_ask_bid_ratio <-> diffPriceCloseVWAP;2.8995;0.1151
VolCandleMeanxRatio <-> ratio_delta_vol_VA11P;2.8778;0.1142
perct_VA21P <-> bull_imbalance_low_3;2.8654;0.1137
diffPriceCloseVWAP <-> bearish_reversal_force;2.8085;0.1115
bearish_absorption_score <-> bearish_ask_ratio;2.7995;0.1111
bullish_bid_ratio <-> ratio_delta_vol_VA21P;2.7706;0.1100
bear_imbalance_high_3 <-> diffPriceCloseVWAP;2.7673;0.1098
bearish_combined_pressure <-> ratio_delta_vol_VA21P;2.7638;0.1097
bullish_bid_score <-> bearish_market_context_score;2.7575;0.1094
ratio_delta_vol_VA6P <-> bullish_bid_score;2.7425;0.1088
bearish_dsc_ask_bid_imbalance <-> bearish_market_context_score;2.7226;0.1081
bullish_asc_dsc_ratio <-> poc_diff_6P_11P;2.6431;0.1049
diffPriceClosePoc_0_2 <-> diffPriceClosePoc_0_3;2.6101;0.1036
bearish_extrem_abs_ratio_extrem <-> diffPriceClose_VA16PPoc;2.6038;0.1033
bearish_absorption_intensity_repeat_count <-> perct_VA16P;2.6034;0.1033
overlap_ratio_VA_11P_21P <-> bearish_dsc_ask_bid_delta_imbalance;2.5900;0.1028
bearish_ask_ratio <-> bearish_bid_score;2.5844;0.1026
range_strength_5_23 <-> range_strength_10_32;2.5537;0.1014
perct_VA16P <-> perctBB;2.5255;0.1002
diffPriceCloseVWAP <-> bearish_extrem_abs_ratio_extrem;2.5108;0.0997
diffVolCandle_0_1Ratio <-> diffHighPrice_0_3;2.5066;0.0995
extrem_zone_significance_bearish_extrem <-> perct_VA11P;2.4841;0.0986
diffVolDelta_0_1Ratio <-> ratio_delta_vol_VA11P;2.4581;0.0976
bullish_bid_score <-> absorption_intensity_repeat_bearish_vol;2.4577;0.0975
diffVolCandle_0_1Ratio <-> bearish_dsc_ask_bid_delta_imbalance;2.4115;0.0957
bearish_ask_ratio <-> bearish_asc_ask_bid_delta_imbalance;2.3968;0.0951
diffLowPrice_0_2 <-> deltaTimestampOpeningSection1min;2.3841;0.0946
bull_imbalance_high_0 <-> ratio_delta_vol_VA6P;2.3725;0.0942
diffPriceClose_VA11PPoc <-> bearish_repeatAskBid_ratio;2.3505;0.0933
bearish_extrem_zone_volume_ratio_extrem <-> diffPriceCloseVWAP;2.3204;0.0921
ratio_delta_vol_VA16P <-> perct_VA11P;2.3075;0.0916
bearish_ask_ratio <-> poc_diff_ratio_6P_16P;2.2620;0.0898
range_strength_5_23 <-> bullish_asc_ask_bid_delta_imbalance;2.2481;0.0892
bullish_imbalance_evolution <-> diffPriceCloseVWAP;2.2435;0.0890
bullish_askBigStand_abs_ratio_blw <-> bull_imbalance_low_3;2.2326;0.0886
atr <-> bear_imbalance_high_1;2.2069;0.0876
bearish_market_context_score <-> range_strength_5_23;2.1874;0.0868
bearish_market_context_score <-> ratio_delta_vol_VA21P;2.1759;0.0864
diffPriceClose_VA6PvaL <-> poc_diff_ratio_6P_21P;2.1754;0.0863
extrem_asc_dsc_comparison_bearish_extrem <-> diffPriceCloseVWAP;2.1748;0.0863
diffPriceClose_VA11PvaH <-> diffLowPrice_0_5;2.1648;0.0859
bullish_bid_abs_ratio_blw <-> bearish_combined_pressure;2.1585;0.0857
bearish_dsc_dynamics <-> diffPriceClosePoc_0_4;2.1393;0.0849
ratio_delta_vol_VA16P <-> diffPriceCloseVWAP;2.0982;0.0833
vol_volatility_score <-> perct_VA21P;2.0932;0.0831
bear_imbalance_high_1 <-> diffVolDelta_0_1Ratio;2.0930;0.0831
diffHighPrice_0_4 <-> bearish_dsc_dynamics;2.0877;0.0829
perct_VA6P <-> overlap_ratio_VA_11P_21P;2.0428;0.0811
bullish_repeatAskBid_ratio <-> bullish_bid_score;2.0282;0.0805
bear_imbalance_high_1 <-> bearish_absorption_score;2.0152;0.0800
VolCandleMeanxRatio <-> bearish_imbalance_evolution;1.9922;0.0791
imbalance_score_low <-> vol_volatility_score;1.9773;0.0785
diffVolDelta_0_1Ratio <-> bull_imbalance_low_3;1.9603;0.0778
bearish_asc_dsc_ratio <-> diffPriceCloseVWAP;1.9524;0.0775
bearish_imbalance_evolution <-> poc_diff_ratio_6P_21P;1.9484;0.0773
bearish_dsc_ask_bid_delta_imbalance <-> ratio_delta_vol_VA6P;1.9473;0.0773
cumDiffVolDeltaRatio <-> market_regimeADX;1.9471;0.0773
bearish_combined_pressure <-> poc_diff_ratio_6P_16P;1.9442;0.0772
range_strength_10_32 <-> bearish_dsc_ask_bid_delta_imbalance;1.9408;0.0770
ratio_delta_vol_VA11P <-> diffHighPrice_0_5;1.9196;0.0762
perct_VA16P <-> bearish_market_context_score;1.9142;0.0760
perct_VA11P <-> range_strength_10_32;1.8978;0.0753
