Interaction;Value;Percentage_Contribution
bear_imbalance_low_2 <-> ratio_delta_vol_VA21P;53.0032;0.1108
diffLowPrice_0_5 <-> bearish_ask_score;52.5869;0.1099
perct_VA21P <-> bearish_repeatAskBid_ratio;52.3919;0.1095
deltaTimestampOpeningSection1min <-> deltaTimestampOpeningSection5min;52.1433;0.1090
diffPriceClosePoc_0_3 <-> bull_imbalance_high_0;51.9907;0.1087
poc_diff_ratio_6P_16P <-> bullish_combined_pressure;51.5622;0.1078
ratio_delta_vol_VA21P <-> perct_VA11P;51.3138;0.1072
bearish_repeatAskBid_ratio <-> diffPriceClosePoc_0_4;51.1955;0.1070
finished_auction_high <-> ratio_delta_vol_VA21P;51.0477;0.1067
imbalance_score_high <-> bullish_asc_dsc_ratio;50.8605;0.1063
bearish_dsc_ask_bid_delta_imbalance <-> poc_diff_ratio_6P_16P;50.5228;0.1056
bullish_asc_ask_bid_delta_imbalance <-> diffHighPrice_0_3;50.2779;0.1051
bearish_ask_bid_ratio <-> bearish_market_context_score;50.2279;0.1050
overlap_ratio_VA_6P_11P <-> market_regimeADX;50.0647;0.1046
bullish_asc_ask_bid_delta_imbalance <-> bullish_asc_dsc_ratio;50.0403;0.1046
ratio_delta_vol_VA11P <-> deltaTimestampOpeningSection5min;49.9321;0.1044
diffPriceCloseVWAP <-> bull_imbalance_low_3;49.9076;0.1043
bull_imbalance_low_2 <-> ratio_delta_vol_VA6P;49.4596;0.1034
bull_imbalance_high_0 <-> bullish_dsc_dynamics;49.4319;0.1033
bullish_dsc_ask_bid_imbalance <-> bull_imbalance_high_0;49.3963;0.1032
bearish_repeatAskBid_ratio <-> ratio_delta_vol_VA11P;49.0372;0.1025
diffPriceCloseVWAP <-> bearish_imnbScore_score;48.8723;0.1021
bullish_absorption_intensity_repeat_count <-> pocDeltaPocVolRatio;48.8680;0.1021
diffHighPrice_0_4 <-> poc_diff_ratio_6P_21P;48.7399;0.1019
bullish_asc_dsc_ratio <-> bullish_repeatAskBid_ratio;48.6487;0.1017
bear_imbalance_high_3 <-> bull_imbalance_high_0;48.3043;0.1010
diffPriceClose_VA21PPoc <-> diffPriceClose_VA21PvaL;48.2621;0.1009
diffPriceCloseVWAP <-> poc_diff_ratio_6P_21P;47.4912;0.0993
diffHighPrice_0_4 <-> bearish_absorption_intensity_repeat_count;47.4397;0.0992
bearish_dsc_ask_bid_imbalance <-> perct_VA11P;47.2781;0.0988
bearish_asc_ask_bid_delta_imbalance <-> imbalance_score_low;47.0151;0.0983
perct_VA6P <-> bearish_combined_pressure;46.9808;0.0982
bearish_repeatAskBid_ratio <-> bear_imbalance_high_3;46.7783;0.0978
bearish_absorption_score <-> diffPriceCloseVWAP;46.2679;0.0967
diffPriceClose_VA11PPoc <-> VolPocVolCandleRatio;46.2015;0.0966
diffLowPrice_0_5 <-> bandWidthBB;46.1706;0.0965
vol_volatility_score <-> bullish_imnbScore_score;46.1448;0.0964
naked_poc_dist_above <-> ratio_delta_vol_VA16P;45.9440;0.0960
bearish_abs_diff_abv <-> bullish_absorption_intensity_repeat_count;45.6905;0.0955
ratio_delta_vol_VA16P <-> bearish_market_context_score;45.4874;0.0951
market_regimeADX <-> overlap_ratio_VA_6P_21P;45.4548;0.0950
price_volume_dynamic <-> bullish_market_context_score;45.4400;0.0950
bullish_abs_diff_blw <-> poc_diff_ratio_6P_16P;45.4246;0.0949
range_strength_5_23 <-> deltaTimestampOpeningSection1min;45.1598;0.0944
VolAbv_vol_ratio <-> VolPocVolCandleRatio;45.1450;0.0944
finished_auction_high <-> perct_VA6P;45.1420;0.0944
bullish_combined_pressure <-> bearish_imbalance_evolution;45.0371;0.0941
bearish_asc_dynamics <-> bear_imbalance_high_2;44.9642;0.0940
perct_VA6P <-> bear_imbalance_high_1;44.7832;0.0936
price_volume_dynamic <-> vol_volatility_score;44.7269;0.0935
bullish_ask_score <-> bearish_asc_ask_bid_imbalance;44.6705;0.0934
pocDeltaPocVolRatio <-> bearish_bid_abs_ratio_abv;44.6102;0.0932
bearish_absorption_intensity_repeat_count <-> VolPocVolCandleRatio;44.2745;0.0925
diffPriceCloseVWAP <-> perct_VA21P;44.2677;0.0925
diffPriceClose_VA21PvaL <-> imbalance_score_high;44.1532;0.0923
VolCandleMeanxRatio <-> diffVolCandle_0_1Ratio;44.1089;0.0922
bearish_absorption_intensity_repeat_count <-> bearish_imbalance_evolution;44.0818;0.0921
bull_imbalance_high_0 <-> bearish_combined_pressure;43.8814;0.0917
bearish_repeatAskBid_ratio <-> bearish_dsc_ask_bid_delta_imbalance;43.8446;0.0916
bullish_dsc_dynamics <-> perct_VA21P;43.8122;0.0916
deltaTimestampOpeningSection5min <-> bullish_asc_dsc_ratio;43.7602;0.0915
ratioDeltaBlw <-> bearish_asc_dynamics;43.6614;0.0913
bullish_market_context_score <-> bear_imbalance_low_0;43.6162;0.0912
diffPriceClose_VA11PvaH <-> bearish_asc_ask_bid_delta_imbalance;43.5722;0.0911
bull_imbalance_high_0 <-> bullish_dsc_ask_bid_delta_imbalance;43.5685;0.0911
bearish_repeatAskBid_ratio <-> price_volume_dynamic;43.5381;0.0910
diffVolDelta_0_1Ratio <-> bearish_asc_ask_bid_delta_imbalance;43.4984;0.0909
VolPocVolCandleRatio <-> bearish_imnbScore_score;43.4563;0.0908
poc_diff_ratio_6P_21P <-> bandWidthBB;43.3921;0.0907
ratio_delta_vol_VA6P <-> bull_imbalance_high_0;43.2812;0.0905
bull_imbalance_high_1 <-> diffPriceCloseVWAP;43.2059;0.0903
pocDeltaPocVolRatio <-> diffPriceCloseVWAP;43.0655;0.0900
bearish_dsc_ask_bid_delta_imbalance <-> bandWidthBB;43.0372;0.0900
cumDiffVolDeltaRatio <-> naked_poc_dist_above;43.0116;0.0899
perct_VA11P <-> bull_imbalance_low_1;42.9677;0.0898
market_regimeADX <-> overlap_ratio_VA_11P_21P;42.9597;0.0898
bullish_bid_ratio <-> bull_imbalance_high_0;42.8687;0.0896
bullish_asc_ask_bid_delta_imbalance <-> bearish_combined_pressure;42.3635;0.0885
bandWidthBB <-> perct_VA11P;42.2724;0.0884
market_regimeADX <-> bullish_combined_pressure;42.2713;0.0884
ratio_delta_vol_VA21P <-> deltaTimestampOpeningSection1min;41.7565;0.0873
bearish_asc_dynamics <-> bearish_abs_diff_abv;41.7305;0.0872
overlap_ratio_VA_6P_16P <-> bear_imbalance_high_2;41.6565;0.0871
bullish_dsc_dynamics <-> deltaTimestampOpeningSection5min;41.5558;0.0869
bearish_repeatAskBid_ratio <-> diffPriceClosePoc_0_3;41.5556;0.0869
bullish_market_context_score <-> bullish_imbalance_evolution;41.4419;0.0866
pocDeltaPocVolRatio <-> bull_imbalance_high_0;41.4368;0.0866
bullish_repeatAskBid_ratio <-> bullish_dsc_dynamics;41.3528;0.0864
diffPriceClose_VA11PPoc <-> VolAbv_vol_ratio;41.2561;0.0862
price_volume_dynamic <-> overlap_ratio_VA_6P_21P;41.1967;0.0861
diffPriceClose_VA16PvaH <-> market_regimeADX;41.1641;0.0860
bearish_absorption_score <-> diffVolCandle_0_1Ratio;41.1528;0.0860
diffHighPrice_0_1 <-> bullish_bid_ratio;41.0530;0.0858
ratio_delta_vol_VA11P <-> bear_imbalance_high_1;40.8631;0.0854
diffLowPrice_0_5 <-> vol_volatility_score;40.8502;0.0854
bearish_bid_abs_ratio_abv <-> ratio_delta_vol_VA16P;40.8306;0.0853
bearish_absorption_intensity_repeat_count <-> poc_diff_ratio_6P_16P;40.5539;0.0848
absorption_intensity_repeat_bullish_vol <-> perct_VA11P;40.4244;0.0845
bear_imbalance_low_0 <-> bear_imbalance_high_1;40.4233;0.0845
range_strength_5_23 <-> diffLowPrice_0_5;40.4141;0.0845
bearish_absorption_score <-> bear_imbalance_low_2;40.1111;0.0838
bull_imbalance_low_2 <-> perct_VA16P;40.0835;0.0838
perct_VA21P <-> bullish_market_context_score;40.0319;0.0837
bearish_dsc_ask_bid_delta_imbalance <-> bull_imbalance_low_3;39.8635;0.0833
diffLowPrice_0_5 <-> finished_auction_high;39.8262;0.0832
bullish_bid_ratio <-> VolCandleMeanxRatio;39.7125;0.0830
bear_imbalance_high_1 <-> bullish_market_context_score;39.7017;0.0830
bullish_combined_pressure <-> bull_imbalance_low_3;39.6132;0.0828
bullish_absorption_score <-> price_volume_dynamic;39.5227;0.0826
bearish_ask_bid_ratio <-> bear_imbalance_high_3;39.4992;0.0826
diffPriceClose_VA21PPoc <-> bullish_market_context_score;39.4663;0.0825
deltaTimestampOpeningSection5min <-> bullish_dsc_ask_bid_imbalance;39.4350;0.0824
poc_diff_ratio_6P_21P <-> diffLowPrice_0_4;39.3971;0.0823
imbalance_score_high <-> naked_poc_dist_above;39.3788;0.0823
diffHighPrice_0_4 <-> bull_imbalance_low_3;39.2064;0.0819
diffPriceCloseVWAP <-> perct_VA16P;39.1983;0.0819
ratio_delta_vol_VA21P <-> diffHighPrice_0_4;39.1021;0.0817
diffPriceCloseVWAP <-> bearish_dsc_ask_bid_imbalance;38.7712;0.0810
bearish_bid_score <-> bearish_absorption_score;38.7273;0.0809
bearish_dsc_ask_bid_delta_imbalance <-> ratioDeltaAbv;38.7131;0.0809
bearish_repeatAskBid_ratio <-> pocDeltaPocVolRatio;38.6588;0.0808
diffPriceClose_VA21PPoc <-> bearish_dsc_ask_bid_delta_imbalance;38.6447;0.0808
ratio_delta_vol_VA21P <-> bullish_ask_score;38.5036;0.0805
poc_diff_6P_21P <-> diffHighPrice_0_3;38.3840;0.0802
bear_imbalance_high_1 <-> bearish_absorption_ratio;38.1330;0.0797
range_strength_10_32 <-> bandWidthBB;38.0830;0.0796
bearish_asc_dynamics <-> bearish_asc_ask_bid_delta_imbalance;37.9806;0.0794
poc_diff_ratio_6P_16P <-> bullish_market_context_score;37.8601;0.0791
naked_poc_dist_above <-> bearish_asc_ask_bid_delta_imbalance;37.8448;0.0791
overlap_ratio_VA_6P_16P <-> bearish_bid_score;37.8415;0.0791
vol_volatility_score <-> diffPriceCloseVWAP;37.7908;0.0790
bearish_dsc_ask_bid_delta_imbalance <-> perct_VA11P;37.7649;0.0789
bull_imbalance_low_2 <-> bullish_asc_dsc_ratio;37.7501;0.0789
diffHighPrice_0_4 <-> naked_poc_dist_above;37.7110;0.0788
bull_imbalance_low_1 <-> bearish_market_context_score;37.6422;0.0787
bullish_imnbScore_score <-> count_abv_tot_ratio;37.6233;0.0786
bandWidthBB <-> bear_imbalance_high_1;37.6017;0.0786
bearish_bid_score <-> bearish_dsc_ask_bid_delta_imbalance;37.5471;0.0785
VolPocVolCandleRatio <-> perct_VA11P;37.4904;0.0784
bearish_ask_score <-> vol_volatility_score;37.4800;0.0783
bull_imbalance_high_0 <-> bullish_repeatAskBid_ratio;37.4578;0.0783
ratio_delta_vol_VA16P <-> diffPriceClosePoc_0_0;37.4523;0.0783
bearish_dsc_dynamics <-> diffLowPrice_0_5;37.4142;0.0782
bull_imbalance_low_3 <-> pocDeltaPocVolRatio;37.3640;0.0781
ratioDeltaBlw <-> bull_imbalance_high_0;37.2753;0.0779
ratio_delta_vol_VA21P <-> bullish_dsc_ask_bid_delta_imbalance;37.2557;0.0779
poc_diff_ratio_6P_21P <-> diffPriceClose_VA21PvaH;37.2543;0.0779
price_volume_dynamic <-> poc_diff_6P_16P;37.1987;0.0777
bear_imbalance_low_0 <-> diffPriceClose_VA6PPoc;37.0681;0.0775
bullish_combined_pressure <-> bullish_imbalance_evolution;36.8745;0.0771
bullish_market_context_score <-> range_strength_5_23;36.8309;0.0770
bull_imbalance_high_0 <-> deltaTimestampOpeningSection30min;36.7817;0.0769
bullish_repeatAskBid_ratio <-> bearish_absorption_score;36.7429;0.0768
bull_imbalance_high_0 <-> imbalance_score_high;36.5555;0.0764
price_volume_dynamic <-> bullish_asc_dsc_ratio;36.5355;0.0764
ratio_delta_vol_VA21P <-> price_volume_dynamic;36.4707;0.0762
bearish_ask_ratio <-> deltaTimestampOpeningSection1min;36.4159;0.0761
bear_imbalance_high_3 <-> poc_diff_ratio_6P_16P;36.3151;0.0759
bullish_ask_abs_ratio_blw <-> perct_VA6P;36.2786;0.0758
perct_VA6P <-> diffPriceClose_VA6PvaL;36.2786;0.0758
atr <-> naked_poc_dist_above;36.2548;0.0758
perct_VA21P <-> bearish_dsc_ask_bid_imbalance;36.2172;0.0757
bear_imbalance_high_1 <-> bullish_dsc_ask_bid_imbalance;36.1971;0.0757
bearish_ask_score <-> bull_imbalance_high_1;36.0688;0.0754
bull_imbalance_high_0 <-> deltaTimestampOpeningSection5min;36.0601;0.0754
VolCandleMeanxRatio <-> diffVolDelta_0_1Ratio;36.0584;0.0754
bullish_imbalance_evolution <-> diffPriceCloseVWAP;36.0456;0.0753
bearish_ask_bid_ratio <-> bearish_absorption_intensity_repeat_count;36.0449;0.0753
bullish_asc_dsc_ratio <-> diffPriceCloseVWAP;35.9273;0.0751
ratio_delta_vol_VA16P <-> bearish_repeatAskBid_ratio;35.9042;0.0750
bearish_absorption_ratio <-> bearish_asc_ask_bid_delta_imbalance;35.8984;0.0750
bearish_market_context_score <-> bearish_repeatAskBid_ratio;35.8523;0.0749
bearish_dsc_ask_bid_delta_imbalance <-> bearish_imnbScore_score;35.7566;0.0747
vol_volatility_score <-> diffPriceClosePoc_0_4;35.6567;0.0745
perctBB <-> bullish_market_context_score;35.6423;0.0745
vol_volatility_score <-> bull_imbalance_high_0;35.6334;0.0745
ratio_delta_vol_VA11P <-> overlap_ratio_VA_6P_21P;35.6037;0.0744
diffVolCandle_0_1Ratio <-> ratio_delta_vol_VA21P;35.5952;0.0744
market_regimeADX <-> bearish_bid_score;35.5644;0.0743
price_volume_dynamic <-> bearish_dsc_ask_bid_delta_imbalance;35.5341;0.0743
bull_imbalance_high_0 <-> poc_diff_ratio_6P_16P;35.5086;0.0742
overlap_ratio_VA_6P_21P <-> bullish_imbalance_evolution;35.5014;0.0742
perct_VA21P <-> bullish_ask_score;35.3999;0.0740
imbalance_score_low <-> diffVolDelta_0_1Ratio;35.3842;0.0740
pocDeltaPocVolRatio <-> bullish_dsc_ask_bid_delta_imbalance;35.1666;0.0735
diffVolCandle_0_1Ratio <-> bull_imbalance_low_3;35.1261;0.0734
bearish_bid_score <-> price_volume_dynamic;35.0003;0.0732
ratio_delta_vol_VA16P <-> bearish_dsc_ask_bid_delta_imbalance;34.8402;0.0728
pocDeltaPocVolRatio <-> diffPriceClose_VA16PvaH;34.8043;0.0727
overlap_ratio_VA_6P_21P <-> overlap_ratio_VA_11P_21P;34.7886;0.0727
diffPriceClose_VA16PvaL <-> bearish_asc_ask_bid_delta_imbalance;34.7778;0.0727
bullish_imbalance_evolution <-> bearish_dsc_ask_bid_delta_imbalance;34.7448;0.0726
bullish_market_context_score <-> diffPriceCloseVWAP;34.7293;0.0726
perctBB <-> deltaTimestampOpeningSection1min;34.7177;0.0726
VolCandleMeanxRatio <-> diffPriceClose_VA21PvaH;34.6767;0.0725
bear_imbalance_high_3 <-> bearish_market_context_score;34.6705;0.0725
bullish_imnbScore_score <-> deltaTimestampOpeningSection1min;34.6409;0.0724
deltaTimestampOpeningSection1min <-> bull_imbalance_low_1;34.6229;0.0724
imbalance_score_high <-> bull_imbalance_high_1;34.6006;0.0723
bear_imbalance_high_2 <-> bearish_dsc_dynamics;34.5845;0.0723
bullish_ask_bid_ratio <-> range_strength_10_32;34.4110;0.0719
bullish_asc_ask_bid_delta_imbalance <-> bull_imbalance_high_0;34.3212;0.0717
overlap_ratio_VA_6P_21P <-> perct_VA21P;34.3092;0.0717
ratio_delta_vol_VA11P <-> bearish_absorption_intensity_repeat_count;34.2864;0.0717
bullish_asc_dynamics <-> deltaTimestampOpeningSection1min;34.2721;0.0716
ratio_delta_vol_VA21P <-> bull_imbalance_high_0;34.2490;0.0716
diffPriceClose_VA11PPoc <-> bear_imbalance_high_3;34.2090;0.0715
bullish_absorption_ratio <-> price_volume_dynamic;34.1744;0.0714
diffPriceCloseVWAP <-> bearish_market_context_score;34.1607;0.0714
bearish_repeatAskBid_ratio <-> bullish_asc_dsc_ratio;34.1269;0.0713
bullish_imbalance_evolution <-> bear_imbalance_high_3;34.0513;0.0712
bandWidthBB <-> diffPriceClose_VA16PPoc;34.0052;0.0711
bearish_imbalance_evolution <-> overlap_ratio_VA_6P_21P;33.9966;0.0711
deltaTimestampOpeningSection5min <-> diffPriceCloseVWAP;33.9724;0.0710
bull_imbalance_high_0 <-> bearish_dsc_ask_bid_imbalance;33.9682;0.0710
diffLowPrice_0_5 <-> overlap_ratio_VA_6P_16P;33.9466;0.0710
bear_imbalance_high_1 <-> bullish_ask_score;33.9350;0.0709
VolCandleMeanxRatio <-> bullish_absorption_score;33.9253;0.0709
bull_imbalance_high_0 <-> range_strength_5_23;33.8234;0.0707
bull_imbalance_high_0 <-> diffPriceClose_VA11PvaH;33.8020;0.0706
market_regimeADX <-> bear_imbalance_high_3;33.7772;0.0706
bearish_asc_ask_bid_delta_imbalance <-> price_volume_dynamic;33.6985;0.0704
bearish_absorption_intensity_repeat_count <-> bearish_dsc_ask_bid_imbalance;33.6982;0.0704
bullish_ask_abs_ratio_blw <-> diffPriceClose_VA11PvaL;33.6216;0.0703
bull_imbalance_high_0 <-> deltaTimestampOpeningSection1min;33.6155;0.0703
price_volume_dynamic <-> finished_auction_high;33.5443;0.0701
diffHighPrice_0_1 <-> bullish_asc_dynamics;33.4129;0.0698
perct_VA16P <-> overlap_ratio_VA_6P_16P;33.3063;0.0696
perct_VA16P <-> bearish_imbalance_evolution;33.2693;0.0695
imbalance_score_high <-> diffHighPrice_0_4;33.2235;0.0694
bear_imbalance_high_1 <-> perctBB;33.1314;0.0692
bullish_ask_bid_ratio <-> bull_imbalance_low_2;33.1199;0.0692
bearish_ask_score <-> ratio_delta_vol_VA6P;33.0476;0.0691
bearish_ask_score <-> bearish_ask_ratio;33.0233;0.0690
bearish_repeatAskBid_ratio <-> perct_VA16P;32.9682;0.0689
perct_VA6P <-> bearish_market_context_score;32.9412;0.0688
bearish_dsc_ask_bid_delta_imbalance <-> bearish_absorption_score;32.9357;0.0688
cumDiffVolDeltaRatio <-> bullish_abs_diff_blw;32.8761;0.0687
bullish_dsc_dynamics <-> bearish_ask_score;32.8458;0.0687
deltaTimestampOpeningSection1min <-> VolPocVolCandleRatio;32.8101;0.0686
ratio_delta_vol_VA6P <-> deltaTimestampOpeningSection5min;32.7551;0.0685
bearish_bid_abs_ratio_abv <-> bullish_asc_ask_bid_delta_imbalance;32.7551;0.0685
VolPocVolCandleRatio <-> bearish_abs_diff_abv;32.7543;0.0685
deltaTimestampOpeningSection5min <-> bearish_ask_score;32.7087;0.0684
diffPriceClosePoc_0_4 <-> diffVolCandle_0_1Ratio;32.6955;0.0683
diffLowPrice_0_5 <-> market_regimeADX;32.6809;0.0683
perct_VA6P <-> ratio_delta_vol_VA6P;32.6713;0.0683
imbalance_score_high <-> pocDeltaPocVolRatio;32.6273;0.0682
bearish_repeatAskBid_ratio <-> range_strength_5_23;32.5654;0.0681
bearish_market_context_score <-> bandWidthBB;32.5372;0.0680
bullish_imbalance_evolution <-> perct_VA21P;32.4786;0.0679
bandWidthBB <-> bearish_bid_score;32.4632;0.0679
diffPriceClose_VA11PvaH <-> bearish_ask_ratio;32.4294;0.0678
bandWidthBB <-> diffPriceClose_VA16PvaH;32.4169;0.0678
bullish_imbalance_evolution <-> vol_volatility_score;32.3870;0.0677
bullish_absorption_score <-> diffPriceClose_VA21PvaL;32.3802;0.0677
diffPriceClose_VA6PvaL <-> bearish_repeatAskBid_ratio;32.3540;0.0676
poc_diff_6P_11P <-> finished_auction_high;32.2516;0.0674
perct_VA11P <-> bearish_market_context_score;32.2140;0.0673
bullish_dsc_ask_bid_delta_imbalance <-> bullish_imbalance_evolution;32.2010;0.0673
ratio_delta_vol_VA11P <-> poc_diff_6P_21P;32.0995;0.0671
bullish_asc_ask_bid_delta_imbalance <-> bearish_asc_ask_bid_delta_imbalance;32.0876;0.0671
bearish_absorption_score <-> bull_imbalance_high_2;32.0859;0.0671
bullish_imnbScore_score <-> perct_VA11P;32.0002;0.0669
bearish_absorption_intensity_repeat_count <-> finished_auction_high;31.9729;0.0668
ratioDeltaBlw <-> bearish_absorption_ratio;31.9634;0.0668
market_regimeADX <-> diffPriceClose_VA6PPoc;31.9419;0.0668
diffPriceClose_VA11PvaH <-> bullish_asc_dsc_ratio;31.8486;0.0666
pocDeltaPocVolRatio <-> bear_imbalance_low_0;31.8477;0.0666
bullish_ask_bid_ratio <-> ratio_delta_vol_VA6P;31.8258;0.0665
bearish_market_context_score <-> bearish_bid_score;31.7134;0.0663
perctBB <-> perct_VA16P;31.6892;0.0662
vol_volatility_score <-> bearish_asc_ask_bid_delta_imbalance;31.6559;0.0662
imbalance_score_high <-> perct_VA6P;31.6405;0.0661
bear_imbalance_high_2 <-> market_regimeADX;31.6140;0.0661
bull_imbalance_high_0 <-> perct_VA6P;31.5683;0.0660
bearish_absorption_ratio <-> bear_imbalance_high_3;31.5385;0.0659
bullish_dsc_ask_bid_delta_imbalance <-> diffHighPrice_0_3;31.4995;0.0658
overlap_ratio_VA_6P_11P <-> diffPriceCloseVWAPbyIndex;31.4670;0.0658
naked_poc_dist_above <-> bearish_imbalance_evolution;31.4590;0.0658
bear_imbalance_high_2 <-> perct_VA11P;31.4523;0.0657
poc_diff_ratio_6P_21P <-> bull_imbalance_high_1;31.3787;0.0656
bullish_market_context_score <-> range_strength_10_32;31.3642;0.0656
overlap_ratio_VA_11P_21P <-> ratio_delta_vol_VA21P;31.3379;0.0655
bullish_asc_dynamics <-> diffLowPrice_0_4;31.2708;0.0654
diffVolCandle_0_1Ratio <-> bullish_absorption_intensity_repeat_count;31.2157;0.0652
overlap_ratio_VA_6P_16P <-> market_regimeADX;31.1847;0.0652
price_volume_dynamic <-> ratio_delta_vol_VA16P;31.1545;0.0651
bull_imbalance_high_1 <-> bullish_abs_diff_blw;31.0841;0.0650
bullish_imbalance_evolution <-> diffLowPrice_0_2;31.0706;0.0649
bearish_repeatAskBid_ratio <-> bullish_imnbScore_score;31.0614;0.0649
bearish_asc_ask_bid_delta_imbalance <-> diffPriceCloseVWAP;30.8529;0.0645
bullish_dsc_dynamics <-> price_volume_dynamic;30.8443;0.0645
bullish_absorption_score <-> deltaTimestampOpeningSection5min;30.8356;0.0644
bull_imbalance_high_0 <-> naked_poc_dist_above;30.8092;0.0644
naked_poc_dist_above <-> pocDeltaPocVolRatio;30.7981;0.0644
diffVolCandle_0_1Ratio <-> bullish_absorption_score;30.7813;0.0643
imbalance_score_high <-> diffPriceClose_VA16PvaH;30.7718;0.0643
diffVolCandle_0_1Ratio <-> diffVolDelta_0_1Ratio;30.7385;0.0642
perct_VA6P <-> diffLowPrice_0_5;30.7285;0.0642
overlap_ratio_VA_6P_16P <-> bullish_imbalance_evolution;30.6835;0.0641
diffPriceCloseVWAP <-> bearish_ask_bid_ratio;30.6191;0.0640
perct_VA11P <-> overlap_ratio_VA_6P_21P;30.6113;0.0640
bandWidthBB <-> bullish_ask_ratio;30.5930;0.0639
diffPriceClose_VA21PPoc <-> bearish_repeatAskBid_ratio;30.5664;0.0639
bearish_market_context_score <-> diffHighPrice_0_4;30.5273;0.0638
bull_imbalance_low_3 <-> bearish_ask_score;30.5230;0.0638
range_strength_5_23 <-> bear_imbalance_high_1;30.5187;0.0638
deltaTimestampOpeningSection5min <-> diffPriceClose_VA16PvaH;30.5177;0.0638
bull_imbalance_high_0 <-> diffPriceClosePoc_0_2;30.3718;0.0635
bearish_absorption_ratio <-> market_regimeADX;30.3097;0.0633
bearish_bid_score <-> overlap_ratio_VA_11P_21P;30.2675;0.0633
bull_imbalance_high_0 <-> perctBB;30.2346;0.0632
finished_auction_high <-> bearish_absorption_ratio;30.2223;0.0632
bearish_combined_pressure <-> perctBB;30.2223;0.0632
bull_imbalance_low_3 <-> diffPriceClosePoc_0_5;30.1918;0.0631
bear_imbalance_low_2 <-> perct_VA6P;30.1878;0.0631
bearish_bid_abs_ratio_abv <-> bullish_ask_ratio;30.1860;0.0631
diffVolCandle_0_1Ratio <-> poc_diff_ratio_6P_16P;30.1685;0.0631
bearish_dsc_ask_bid_delta_imbalance <-> poc_diff_ratio_6P_21P;30.1529;0.0630
bullish_dsc_ask_bid_imbalance <-> perct_VA11P;30.1416;0.0630
VolCandleMeanxRatio <-> bearish_absorption_score;30.1291;0.0630
diffVolDelta_0_1Ratio <-> deltaTimestampOpeningSection1min;30.0881;0.0629
bullish_bid_ratio <-> bearish_market_context_score;30.0455;0.0628
bear_imbalance_low_2 <-> bearish_bid_score;29.9394;0.0626
bullish_asc_ask_bid_delta_imbalance <-> bull_imbalance_low_2;29.9344;0.0626
